"Status","Year","Responsibility_level","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Education","Heterosexual / straight","120","110","35860","36500"
"Leaver CS","2022","SEO/HEO","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Education","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Heterosexual / straight","220","210","36560","35900"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Unknown","110","100","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Transport","Heterosexual / straight","170","160","39240","38650"
"Leaver CS","2022","SEO/HEO","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Transport","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Transport","Unknown","70","70","36400","34800"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions","Heterosexual / straight","460","400","36860","34340"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions","Undeclared","60","60","40100","38450"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions","Unknown","140","120","37350","35560"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care","Heterosexual / straight","780","660","36120","36330"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care","LGBO","50","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care","Undeclared","280","100","36740","36940"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care","Unknown","180","160","36330","36470"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Heterosexual / straight","90","70","38010","37260"
"Leaver CS","2022","SEO/HEO","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs","Heterosexual / straight","60","50","38680","38210"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs","Unknown","800","690","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury","Heterosexual / straight","70","70","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Home Office","Heterosexual / straight","290","270","37590","37320"
"Leaver CS","2022","SEO/HEO","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Home Office","Undeclared","60","50","37500","36570"
"Leaver CS","2022","SEO/HEO","Home Office","Unknown","90","80","37700","37450"
"Leaver CS","2022","SEO/HEO","Ministry of Defence","Heterosexual / straight","1110","1050","37220","36460"
"Leaver CS","2022","SEO/HEO","Ministry of Defence","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Ministry of Defence","Undeclared","210","190","38570","38070"
"Leaver CS","2022","SEO/HEO","Ministry of Defence","Unknown","220","210","36670","36960"
"Leaver CS","2022","SEO/HEO","Ministry of Justice","Heterosexual / straight","490","450","37790","36400"
"Leaver CS","2022","SEO/HEO","Ministry of Justice","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Ministry of Justice","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Ministry of Justice","Unknown","140","130","35710","34260"
"Leaver CS","2022","SEO/HEO","National Crime Agency","Heterosexual / straight","90","90","44380","44910"
"Leaver CS","2022","SEO/HEO","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","60","60","45610","46360"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","Heterosexual / straight","50","50","37500","36880"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Government","Heterosexual / straight","160","150","41770","40290"
"Leaver CS","2022","SEO/HEO","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Government","Unknown","190","160","40370","39660"
"Leaver CS","2022","SEO/HEO","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Heterosexual / straight","100","100","33710","32600"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Unknown","60","60","33120","32540"
"Leaver CS","2022","SEO/HEO","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Welsh Government","Heterosexual / straight","80","70","39600","38160"
"Leaver CS","2022","SEO/HEO","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Heterosexual / straight","120","110","37980","39000"
"Leaver CS","2022","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","250","250","35960","33270"
"Leaver CS","2022","Unknown","Ministry of Justice","Heterosexual / straight","1040","930","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","LGBO","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Undeclared","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","590","510","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Environment, Food and Rural Affairs","Unknown","60","60","21160","21050"
"Leaver Dept.","2021","AA/AO","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Transport","Heterosexual / straight","60","50","21300","21590"
"Leaver Dept.","2021","AA/AO","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions","Heterosexual / straight","200","190","21260","21010"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Work and Pensions","Unknown","100","90","21000","21010"
"Leaver Dept.","2021","AA/AO","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs","Unknown","710","680","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office","Heterosexual / straight","130","120","21850","21010"
"Leaver Dept.","2021","AA/AO","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence","Heterosexual / straight","60","60","21090","20920"
"Leaver Dept.","2021","AA/AO","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice","Heterosexual / straight","330","320","20160","19930"
"Leaver Dept.","2021","AA/AO","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice","Unknown","80","70","20110","19930"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cabinet Office","Heterosexual / straight","70","70","27200","27500"
"Leaver Dept.","2021","EO","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cabinet Office","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Environment, Food and Rural Affairs","Unknown","70","70","27810","27550"
"Leaver Dept.","2021","EO","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
