"Status","Year","Sex","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","No function","460","380","27400","21260"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","Unknown","560","440","25830","21260"
"Leaver CS","2022","Female","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - East and North East","No function","210","190","29750","31060"
"Leaver CS","2022","Female","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","No function","170","160","29240","31060"
"Leaver CS","2022","Female","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - South","Unknown","230","200","35190","29370"
"Leaver CS","2022","Female","Outer London - West and North West","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","No function","350","320","31420","31060"
"Leaver CS","2022","Female","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Outer London - West and North West","Unknown","110","90","30750","29030"
"Leaver CS","2022","Female","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","No function","310","270","25710","25120"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","No function","240","200","29400","27570"
"Leaver CS","2022","Female","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","South Yorkshire","Unknown","110","100","27240","21680"
"Leaver CS","2022","Female","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","No function","90","80","26660","27570"
"Leaver CS","2022","Female","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Southern Scotland","Unknown","170","130","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","No function","440","390","29520","27570"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Surrey, East and West Sussex","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","No function","260","210","27750","27130"
"Leaver CS","2022","Female","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tees Valley and Durham","Unknown","80","60","23950","21680"
"Leaver CS","2022","Female","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","No function","450","360","22940","21840"
"Leaver CS","2022","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","70","50","30880","28680"
"Leaver CS","2022","Female","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","No function","250","210","25870","23780"
"Leaver CS","2022","Female","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Central Scotland","Unknown","250","190","30220","24890"
"Leaver CS","2022","Female","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","No function","570","480","32600","27570"
"Leaver CS","2022","Female","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Midlands","Unknown","210","180","25720","25200"
"Leaver CS","2022","Female","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","No function","240","200","24030","21260"
"Leaver CS","2022","Female","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Wales and The Valleys","Unknown","110","90","30690","27570"
"Leaver CS","2022","Female","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","No function","630","540","29410","27570"
"Leaver CS","2022","Female","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Property","60","50","23130","22040"
"Leaver CS","2022","Female","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Yorkshire","Unknown","270","210","26800","26030"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","No function","200","200","33280","29290"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","No function","330","320","30590","27570"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Security","100","90","32930","28750"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","190","180","25230","20970"
"Leaver CS","2022","Male","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","No function","130","120","33650","27570"
"Leaver CS","2022","Male","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","No function","40","30","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","No function","40","40","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","No function","290","260","29880","26370"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","Unknown","120","110","[c]","[c]"
"Leaver CS","2022","Male","Devon","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Digital, Data & Technology","90","90","35830","37700"
"Leaver CS","2022","Male","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","No function","180","160","26190","21260"
"Leaver CS","2022","Male","Devon","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Male","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon","Security","40","40","[c]","[c]"
"Leaver CS","2022","Male","Devon","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","No function","160","150","30120","27570"
"Leaver CS","2022","Male","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset and Somerset","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
