"Status","Year","Region_ITL1","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East of England","Bedfordshire and Hertfordshire","40-49","1060","990","35440","30740"
"In post","2022","East of England","Bedfordshire and Hertfordshire","50-59","1430","1350","35010","30700"
"In post","2022","East of England","Bedfordshire and Hertfordshire","60-64","440","390","32960","29290"
"In post","2022","East of England","Bedfordshire and Hertfordshire","65+","150","120","33670","29290"
"In post","2022","East of England","East Anglia","16-19","30","30","[c]","[c]"
"In post","2022","East of England","East Anglia","20-29","1670","1640","26070","25700"
"In post","2022","East of England","East Anglia","30-39","2390","2240","29970","27570"
"In post","2022","East of England","East Anglia","40-49","3010","2790","32160","28700"
"In post","2022","East of England","East Anglia","50-59","4170","3950","31960","27570"
"In post","2022","East of England","East Anglia","60-64","1240","1060","29650","27380"
"In post","2022","East of England","East Anglia","65+","410","320","28940","26500"
"In post","2022","East of England","Essex","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Essex","20-29","680","670","26740","25040"
"In post","2022","East of England","Essex","30-39","890","840","30520","29290"
"In post","2022","East of England","Essex","40-49","1220","1130","32400","29290"
"In post","2022","East of England","Essex","50-59","1810","1680","33000","29290"
"In post","2022","East of England","Essex","60-64","510","430","30650","28920"
"In post","2022","East of England","Essex","65+","200","140","29080","28200"
"In post","2022","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Inner London - East","20-29","3380","3350","35030","32260"
"In post","2022","London","Inner London - East","30-39","4350","4210","43690","38600"
"In post","2022","London","Inner London - East","40-49","4330","4110","46180","40200"
"In post","2022","London","Inner London - East","50-59","5070","4900","43480","37930"
"In post","2022","London","Inner London - East","60-64","1360","1210","40990","34650"
"In post","2022","London","Inner London - East","65+","550","450","39180","33270"
"In post","2022","London","Inner London - West","16-19","90","90","25410","25170"
"In post","2022","London","Inner London - West","20-29","16800","16730","38160","34710"
"In post","2022","London","Inner London - West","30-39","16100","15710","49930","52430"
"In post","2022","London","Inner London - West","40-49","12820","12240","54570","54280"
"In post","2022","London","Inner London - West","50-59","11490","11200","51430","46000"
"In post","2022","London","Inner London - West","60-64","2560","2370","46870","40580"
"In post","2022","London","Inner London - West","65+","910","800","42860","35900"
"In post","2022","London","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - East and North East","20-29","740","730","29170","31060"
"In post","2022","London","Outer London - East and North East","30-39","790","750","32060","31060"
"In post","2022","London","Outer London - East and North East","40-49","810","750","32320","31060"
"In post","2022","London","Outer London - East and North East","50-59","1200","1130","32340","31060"
"In post","2022","London","Outer London - East and North East","60-64","370","300","30820","30780"
"In post","2022","London","Outer London - East and North East","65+","140","100","29970","30150"
"In post","2022","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - South","20-29","1600","1590","33590","31040"
"In post","2022","London","Outer London - South","30-39","2210","2120","39550","35200"
"In post","2022","London","Outer London - South","40-49","2740","2610","41860","37610"
"In post","2022","London","Outer London - South","50-59","3830","3670","39900","35200"
"In post","2022","London","Outer London - South","60-64","1040","920","36760","31610"
"In post","2022","London","Outer London - South","65+","390","320","32730","29080"
"In post","2022","London","Outer London - West and North West","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - West and North West","20-29","1430","1400","29950","29250"
"In post","2022","London","Outer London - West and North West","30-39","1760","1700","33150","31060"
"In post","2022","London","Outer London - West and North West","40-49","2080","1960","35900","31060"
"In post","2022","London","Outer London - West and North West","50-59","2550","2410","35030","31060"
"In post","2022","London","Outer London - West and North West","60-64","860","730","33530","30780"
"In post","2022","London","Outer London - West and North West","65+","430","330","32380","29050"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","16-19","60","60","21680","21250"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","20-29","3220","3160","26720","26590"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","30-39","4930","4620","30630","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","40-49","5790","5340","32090","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","50-59","6520","5840","30810","27370"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","60-64","2230","1690","27300","22080"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","65+","490","360","25450","22080"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","20-29","1380","1350","25340","24260"
"In post","2022","North East (England)","Tees Valley and Durham","30-39","1990","1870","28380","27120"
"In post","2022","North East (England)","Tees Valley and Durham","40-49","2230","2070","30400","27570"
"In post","2022","North East (England)","Tees Valley and Durham","50-59","3120","2860","30490","27570"
"In post","2022","North East (England)","Tees Valley and Durham","60-64","900","680","27860","27130"
"In post","2022","North East (England)","Tees Valley and Durham","65+","220","150","26150","22210"
"In post","2022","North West (England)","Cheshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","20-29","680","670","27030","26350"
"In post","2022","North West (England)","Cheshire","30-39","970","930","31840","30640"
"In post","2022","North West (England)","Cheshire","40-49","980","930","34310","31650"
"In post","2022","North West (England)","Cheshire","50-59","1320","1240","33450","30640"
"In post","2022","North West (England)","Cheshire","60-64","340","280","30450","27570"
"In post","2022","North West (England)","Cheshire","65+","90","70","30120","27570"
"In post","2022","North West (England)","Cumbria","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","20-29","250","240","24690","23360"
"In post","2022","North West (England)","Cumbria","30-39","390","360","27650","24920"
"In post","2022","North West (England)","Cumbria","40-49","680","610","29120","25880"
"In post","2022","North West (England)","Cumbria","50-59","730","690","30320","26830"
"In post","2022","North West (England)","Cumbria","60-64","210","180","28860","24800"
"In post","2022","North West (England)","Cumbria","65+","50","40","30750","26710"
"In post","2022","North West (England)","Greater Manchester","16-19","60","60","22560","21260"
"In post","2022","North West (England)","Greater Manchester","20-29","3930","3890","28250","26820"
"In post","2022","North West (England)","Greater Manchester","30-39","5150","4960","33020","29580"
"In post","2022","North West (England)","Greater Manchester","40-49","4830","4580","34420","30210"
"In post","2022","North West (England)","Greater Manchester","50-59","5770","5430","33170","27570"
"In post","2022","North West (England)","Greater Manchester","60-64","1490","1200","29710","27570"
"In post","2022","North West (England)","Greater Manchester","65+","370","270","29660","27570"
"In post","2022","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","20-29","1710","1680","24750","23170"
"In post","2022","North West (England)","Lancashire","30-39","2490","2340","27690","27120"
"In post","2022","North West (England)","Lancashire","40-49","3720","3420","30390","27570"
"In post","2022","North West (England)","Lancashire","50-59","5120","4710","30950","27570"
"In post","2022","North West (England)","Lancashire","60-64","1360","1070","28770","27380"
"In post","2022","North West (England)","Lancashire","65+","350","260","27540","25700"
"In post","2022","North West (England)","Merseyside","16-19","60","50","21860","21250"
"In post","2022","North West (England)","Merseyside","20-29","3200","3140","25710","24880"
"In post","2022","North West (England)","Merseyside","30-39","4700","4440","29320","26700"
"In post","2022","North West (England)","Merseyside","40-49","4990","4650","31240","27570"
"In post","2022","North West (England)","Merseyside","50-59","5890","5430","31240","27570"
"In post","2022","North West (England)","Merseyside","60-64","1860","1480","28110","26120"
"In post","2022","North West (England)","Merseyside","65+","530","390","26610","22080"
"In post","2022","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","20-29","560","540","25460","24500"
"In post","2022","Northern Ireland","Northern Ireland","30-39","1000","960","30160","26820"
"In post","2022","Northern Ireland","Northern Ireland","40-49","1090","1030","30700","26820"
"In post","2022","Northern Ireland","Northern Ireland","50-59","1250","1190","30640","26820"
"In post","2022","Northern Ireland","Northern Ireland","60-64","270","240","28480","25310"
"In post","2022","Northern Ireland","Northern Ireland","65+","90","70","26700","21680"
"In post","2022","Overseas","Overseas","20-29","330","330","35670","33230"
"In post","2022","Overseas","Overseas","30-39","1030","1030","46720","49920"
"In post","2022","Overseas","Overseas","40-49","1150","1150","52570","54020"
"In post","2022","Overseas","Overseas","50-59","970","960","52380","52400"
"In post","2022","Overseas","Overseas","60-64","180","170","56030","54330"
"In post","2022","Overseas","Overseas","65+","30","30","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","16-19","60","60","22150","21250"
"In post","2022","Scotland","Eastern Scotland","20-29","3360","3300","28340","27230"
"In post","2022","Scotland","Eastern Scotland","30-39","5000","4810","35330","32000"
"In post","2022","Scotland","Eastern Scotland","40-49","4870","4590","39340","34600"
"In post","2022","Scotland","Eastern Scotland","50-59","5740","5460","37830","33240"
"In post","2022","Scotland","Eastern Scotland","60-64","1520","1240","34400","28920"
"In post","2022","Scotland","Eastern Scotland","65+","450","350","32910","27570"
"In post","2022","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
