"Status","Year","Profession_of_post","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Security","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","London","50","50","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","London","140","130","44320","37450"
"Leaver Dept.","2021","Unknown","Declared disabled","North East (England)","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","North West (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","East Midlands (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","East of England","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","London","1160","1010","44060","37640"
"Leaver Dept.","2021","Unknown","Declared non-disabled","North East (England)","300","290","26330","24920"
"Leaver Dept.","2021","Unknown","Declared non-disabled","North West (England)","410","390","29360","27570"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Scotland","250","240","28210","27570"
"Leaver Dept.","2021","Unknown","Declared non-disabled","South East (England)","70","70","28290","27570"
"Leaver Dept.","2021","Unknown","Declared non-disabled","South West (England)","100","90","27920","27570"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","210","210","36480","32000"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Wales","120","110","26770","27570"
"Leaver Dept.","2021","Unknown","Declared non-disabled","West Midlands (England)","130","120","26290","27570"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Yorkshire and The Humber","200","190","34400","31640"
"Leaver Dept.","2021","Unknown","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","London","130","110","42070","39790"
"Leaver Dept.","2021","Unknown","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","East Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","London","590","390","44530","40050"
"Leaver Dept.","2021","Unknown","Unknown","North East (England)","100","100","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","North West (England)","170","160","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scotland","110","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","380","380","33380","32000"
"Leaver Dept.","2021","Unknown","Unknown","Wales","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","West Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Yorkshire and The Humber","100","70","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","London","60","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","South West (England)","90","90","35610","32700"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","London","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Yorkshire and The Humber","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","London","150","140","45300","38920"
"Leaver Dept.","2022","Communications","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","London","120","60","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","South West (England)","[c]","[c]","[c]","[c]"
