"Status","Year","Age","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Digital, Data and Technology","Companies House","40","40","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Defence Equipment and Support","50","50","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Department for Education (excl. agencies)","100","100","35930","33190"
"In post","2021","20-29","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Department for International Trade","40","40","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Driver and Vehicle Licensing Agency","90","90","30070","26470"
"In post","2021","20-29","Digital, Data and Technology","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Education and Skills Funding Agency","80","80","32420","30090"
"In post","2021","20-29","Digital, Data and Technology","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","40","30","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","HM Land Registry","120","120","30810","29760"
"In post","2021","20-29","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","300","300","32490","31810"
"In post","2021","20-29","Digital, Data and Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Home Office (incl. agencies)","160","160","39000","37460"
"In post","2021","20-29","Digital, Data and Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Met Office","40","40","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Ministry of Defence (excl. agencies)","80","70","29470","27850"
"In post","2021","20-29","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Ministry of Justice (excl. agencies)","100","100","39190","40600"
"In post","2021","20-29","Digital, Data and Technology","National Crime Agency","50","50","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","United Kingdom Statistics Authority","120","120","30930","29540"
"In post","2021","20-29","Digital, Data and Technology","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2021","20-29","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","180","180","39260","35640"
"In post","2021","20-29","Economics","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"In post","2021","20-29","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","90","90","35640","33120"
"In post","2021","20-29","Economics","Department for International Trade","100","100","36900","31800"
"In post","2021","20-29","Economics","Department for Transport (excl. agencies)","110","110","39350","34710"
"In post","2021","20-29","Economics","Department of Health and Social Care (excl. agencies)","50","50","35290","32790"
"In post","2021","20-29","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","60","60","38100","35300"
"In post","2021","20-29","Economics","HM Revenue and Customs (excl. agencies)","70","70","37970","36160"
"In post","2021","20-29","Economics","HM Treasury (excl. agencies)","120","120","35670","32320"
"In post","2021","20-29","Economics","Home Office (incl. agencies)","80","80","38730","35050"
"In post","2021","20-29","Economics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","[c]","[c]"
"In post","2021","20-29","Economics","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","20-29","Economics","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","United Kingdom Statistics Authority","90","90","28830","29540"
"In post","2021","20-29","Economics","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Defence Equipment and Support","150","150","25980","25000"
"In post","2021","20-29","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Education (excl. agencies)","100","100","35060","31970"
"In post","2021","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Department of Health and Social Care (excl. agencies)","120","110","33330","32790"
"In post","2021","20-29","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","20-29","Finance","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","20-29","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Revenue and Customs (excl. agencies)","110","100","26300","20140"
"In post","2021","20-29","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Defence (excl. agencies)","180","180","33110","30750"
"In post","2021","20-29","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","20-29","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
