"Status","Year","Sexual_orientation","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Black","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Redbridge and Waltham Forest","140","130","30630","31060"
"In post","2021","Heterosexual / straight","Black","Sandwell","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Sheffield","120","110","26950","24890"
"In post","2021","Heterosexual / straight","Black","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Solihull","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","South Hampshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Staffordshire CC","50","50","29760","27570"
"In post","2021","Heterosexual / straight","Black","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Tower Hamlets","430","420","37670","34550"
"In post","2021","Heterosexual / straight","Black","Tyneside","90","80","27290","24250"
"In post","2021","Heterosexual / straight","Black","Unknown","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Wandsworth","170","170","31680","31770"
"In post","2021","Heterosexual / straight","Black","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Essex","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Northamptonshire","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Surrey","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Sussex (North East)","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Westminster","2960","2910","38640","34920"
"In post","2021","Heterosexual / straight","Black","Wiltshire","70","60","33680","31680"
"In post","2021","Heterosexual / straight","Black","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Wolverhampton","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Black","York","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Croydon","50","50","39400","36160"
"In post","2021","Heterosexual / straight","Chinese","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
