"Status","Year","Parent_department","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Transport","Driver and Vehicle Standards Agency","Female","100","100","27340","26130"
"New entrant CS","2021","Department for Transport","Driver and Vehicle Standards Agency","Male","170","170","29460","26580"
"New entrant CS","2021","Department for Transport","Maritime and Coastguard Agency","Female","80","80","29170","26470"
"New entrant CS","2021","Department for Transport","Maritime and Coastguard Agency","Male","130","120","35850","33730"
"New entrant CS","2021","Department for Transport","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Female","9970","9680","26860","27570"
"New entrant CS","2021","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Male","7010","6980","26700","27570"
"New entrant CS","2021","Department for Work and Pensions","Health and Safety Executive","Female","110","100","30660","26370"
"New entrant CS","2021","Department for Work and Pensions","Health and Safety Executive","Male","90","80","33990","26370"
"New entrant CS","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Female","670","650","38030","32790"
"New entrant CS","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Male","450","440","42390","32790"
"New entrant CS","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Female","110","110","37650","32960"
"New entrant CS","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Male","60","60","44100","40450"
"New entrant CS","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Public Health England","Female","1470","1260","33860","31370"
"New entrant CS","2021","Department of Health and Social Care","Public Health England","Male","560","490","38330","32330"
"New entrant CS","2021","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Female","50","50","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Male","50","50","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Female","400","390","25870","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Male","300","300","26580","22350"
"New entrant CS","2021","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Female","2590","2510","24430","20140"
"New entrant CS","2021","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Male","2550","2520","25070","20140"
"New entrant CS","2021","HM Revenue and Customs","Valuation Office Agency","Female","130","130","24630","20880"
"New entrant CS","2021","HM Revenue and Customs","Valuation Office Agency","Male","130","130","26160","24500"
"New entrant CS","2021","HM Treasury","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","HM Treasury (excl. agencies)","Female","210","210","32000","28500"
"New entrant CS","2021","HM Treasury","HM Treasury (excl. agencies)","Male","190","190","32980","28500"
"New entrant CS","2021","HM Treasury","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Home Office (incl. agencies)","Female","980","960","31300","27370"
"New entrant CS","2021","Home Office","Home Office (incl. agencies)","Male","1180","1170","32100","25630"
"New entrant CS","2021","Ministry of Defence","Defence Equipment and Support","Female","220","210","30530","26000"
"New entrant CS","2021","Ministry of Defence","Defence Equipment and Support","Male","500","500","32740","29000"
"New entrant CS","2021","Ministry of Defence","Defence Science and Technology Laboratory","Female","90","90","30390","28650"
"New entrant CS","2021","Ministry of Defence","Defence Science and Technology Laboratory","Male","130","130","33600","28650"
"New entrant CS","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Female","1380","1300","28770","25540"
"New entrant CS","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Male","1630","1610","29710","26350"
"New entrant CS","2021","Ministry of Defence","Submarine Delivery Agency","Female","60","60","33690","27540"
"New entrant CS","2021","Ministry of Defence","Submarine Delivery Agency","Male","130","130","36710","33000"
"New entrant CS","2021","Ministry of Defence","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","UK Hydrographic Office","Male","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","180","170","37600","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","150","150","40440","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Female","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Male","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","HM Courts and Tribunals Service","Female","1400","1360","21660","19930"
"New entrant CS","2021","Ministry of Justice","HM Courts and Tribunals Service","Male","790","780","22520","19930"
"New entrant CS","2021","Ministry of Justice","HM Prison and Probation Service","Female","3200","3070","23460","22850"
"New entrant CS","2021","Ministry of Justice","HM Prison and Probation Service","Male","2560","2490","24540","22850"
"New entrant CS","2021","Ministry of Justice","Legal Aid Agency","Female","50","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Female","400","390","36010","32870"
"New entrant CS","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Male","340","330","40450","36800"
"New entrant CS","2021","Ministry of Justice","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Female","560","550","32930","32260"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Male","500","490","35860","34140"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Female","110","110","47150","46360"
"New entrant CS","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Male","60","60","53330","51360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","140","130","32610","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","180","170","35880","27500"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Crown Commercial Service","Female","70","70","35480","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","Crown Commercial Service","Male","90","90","35290","30000"
"New entrant CS","2021","Other Cabinet Office Agencies","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Female","100","100","24630","20760"
"New entrant CS","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Male","50","50","[c]","[c]"
"New entrant CS","2021","Scottish Government","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Food Standards Scotland","Male","30","30","[c]","[c]"
"New entrant CS","2021","Scottish Government","Forestry and Land Scotland","Female","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Forestry and Land Scotland","Male","60","60","25480","25140"
"New entrant CS","2021","Scottish Government","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Courts and Tribunals Service","Female","60","60","23110","20850"
"New entrant CS","2021","Scottish Government","Scottish Courts and Tribunals Service","Male","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Government (excl. agencies)","Female","490","470","37020","30650"
"New entrant CS","2021","Scottish Government","Scottish Government (excl. agencies)","Male","300","290","37690","30650"
"New entrant CS","2021","Scottish Government","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Prison Service","Female","120","120","21620","20810"
"New entrant CS","2021","Scottish Government","Scottish Prison Service","Male","160","150","22310","20810"
"New entrant CS","2021","Scottish Government","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Social Security Scotland","Female","230","220","25110","20060"
"New entrant CS","2021","Scottish Government","Social Security Scotland","Male","160","160","27110","20060"
"New entrant CS","2021","Scottish Government","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Female","30","30","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Female","40","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Male","50","50","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","570","540","31250","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","450","440","32010","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Welsh Government (excl. agencies)","Female","120","110","27570","20500"
"New entrant CS","2021","Welsh Government","Welsh Government (excl. agencies)","Male","80","70","27750","23600"
"New entrant CS","2021","Welsh Government","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","Female","500","480","30090","25480"
"New entrant CS","2022","Attorney General's Departments","Crown Prosecution Service","Male","190","190","35090","30130"
"New entrant CS","2022","Attorney General's Departments","Government Legal Department","Female","220","210","41020","43920"
"New entrant CS","2022","Attorney General's Departments","Government Legal Department","Male","100","100","38420","36600"
"New entrant CS","2022","Attorney General's Departments","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","Female","950","940","36300","28000"
"New entrant CS","2022","Cabinet Office","Cabinet Office (excl. agencies)","Male","810","810","41430","30000"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","Female","70","70","33250","30420"
"New entrant CS","2022","Cabinet Office","Crown Commercial Service","Male","50","50","32260","30420"
"New entrant CS","2022","Cabinet Office","Government Property Agency","Female","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Government Property Agency","Male","40","40","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","Female","50","50","27350","24440"
"New entrant CS","2022","Charity Commission","Charity Commission","Male","40","40","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","Female","60","60","38770","33120"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","Male","70","70","50700","44050"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","Female","100","100","27440","20100"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Companies House","Male","70","70","29110","24500"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","370","370","37860","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","320","320","37430","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Female","120","110","27540","24030"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","Male","110","110","30650","27380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","Female","100","90","29090","24150"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Met Office","Male","130","130","27030","24380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","The Insolvency Service","Male","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","220","220","34300","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","170","170","37040","34020"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","Female","510","490","33530","29360"
"New entrant CS","2022","Department for Education","Department for Education (excl. agencies)","Male","300","300","36460","32870"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","Female","100","100","32850","29360"
"New entrant CS","2022","Department for Education","Education and Skills Funding Agency","Male","80","80","35300","29360"
"New entrant CS","2022","Department for Education","Institute for Apprenticeships and Technical Education","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Female","300","290","25980","24370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Male","200","190","26170","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Male","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","1020","990","37010","33820"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","790","780","38650","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Female","300","280","21740","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Male","240","230","22260","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","Female","220","220","34880","31800"
"New entrant CS","2022","Department for International Trade","Department for International Trade","Male","210","210","38610","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","340","330","35430","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","270","270","35820","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Female","40","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Male","40","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","Female","370","360","41200","38650"
"New entrant CS","2022","Department for Transport","Department for Transport (excl. agencies)","Male","370","360","43170","42470"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","Female","340","310","21300","21840"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","Male","320","310","22430","21840"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Standards Agency","Female","220","210","25970","26130"
"New entrant CS","2022","Department for Transport","Driver and Vehicle Standards Agency","Male","420","410","26590","26130"
"New entrant CS","2022","Department for Transport","Maritime and Coastguard Agency","Female","70","70","29110","26840"
"New entrant CS","2022","Department for Transport","Maritime and Coastguard Agency","Male","120","120","32790","26840"
"New entrant CS","2022","Department for Transport","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Female","5890","5690","25900","27570"
"New entrant CS","2022","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Male","4380","4340","26680","27570"
"New entrant CS","2022","Department for Work and Pensions","Health and Safety Executive","Female","150","150","29660","26370"
"New entrant CS","2022","Department for Work and Pensions","Health and Safety Executive","Male","150","150","38470","31660"
"New entrant CS","2022","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Female","620","420","36410","32790"
"New entrant CS","2022","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Male","340","190","38160","32790"
"New entrant CS","2022","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Female","40","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Public Health England","Female","190","160","39690","36330"
"New entrant CS","2022","Department of Health and Social Care","Public Health England","Male","70","50","39560","32330"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","Female","1370","1270","36080","32330"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","Male","700","670","39060","32790"
"New entrant CS","2022","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Female","130","130","33720","30350"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Male","70","70","32930","30350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Female","310","300","26570","22600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Male","200","200","27980","27130"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Female","4110","3960","26310","25330"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Male","3900","3860","27810","26590"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Female","270","260","26260","22010"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Male","230","230","26610","25000"
"New entrant CS","2022","HM Treasury","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Female","160","160","32190","28500"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Male","130","130","33840","28500"
"New entrant CS","2022","HM Treasury","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Female","1230","1180","28730","24880"
"New entrant CS","2022","Home Office","Home Office","Male","1350","1270","30740","25770"
"New entrant CS","2022","Ministry of Defence","Defence Equipment and Support","Female","340","330","28650","26000"
"New entrant CS","2022","Ministry of Defence","Defence Equipment and Support","Male","640","640","31750","29600"
"New entrant CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Female","230","230","28880","26520"
"New entrant CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Male","410","410","31070","27010"
"New entrant CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Female","1290","1230","29340","26350"
"New entrant CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Male","1560","1540","31080","26350"
"New entrant CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Female","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Male","120","120","20600","16190"
"New entrant CS","2022","Ministry of Defence","Submarine Delivery Agency","Female","70","60","33030","30000"
"New entrant CS","2022","Ministry of Defence","Submarine Delivery Agency","Male","170","170","36340","33000"
"New entrant CS","2022","Ministry of Defence","UK Hydrographic Office","Female","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","UK Hydrographic Office","Male","80","80","29630","26740"
"New entrant CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Female","1250","1200","23800","20970"
"New entrant CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Male","650","640","25060","20970"
"New entrant CS","2022","Ministry of Justice","HM Prison and Probation Service","Female","9730","9180","26800","24770"
"New entrant CS","2022","Ministry of Justice","HM Prison and Probation Service","Male","5470","5260","27280","24800"
"New entrant CS","2022","Ministry of Justice","Legal Aid Agency","Female","60","50","22380","20970"
"New entrant CS","2022","Ministry of Justice","Legal Aid Agency","Male","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Female","440","430","34640","33820"
"New entrant CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Male","300","300","37740","34260"
"New entrant CS","2022","Ministry of Justice","Office of the Public Guardian","Female","110","110","22360","20970"
