"Status","Year","Responsibility_level","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SEO/HEO","East Wales","Female","3120","2920","35940","36030"
"In post","2021","SEO/HEO","East Wales","Male","2850","2780","36510","36030"
"In post","2021","SEO/HEO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Female","260","240","35240","33840"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Male","320","300","38250","36460"
"In post","2021","SEO/HEO","Eastern Scotland","Female","2920","2750","37910","36610"
"In post","2021","SEO/HEO","Eastern Scotland","Male","2670","2580","38800","38540"
"In post","2021","SEO/HEO","Essex","Female","600","540","35870","35120"
"In post","2021","SEO/HEO","Essex","Male","550","530","37730","35000"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Female","5350","4990","35180","34000"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Male","6770","6630","36670","36880"
"In post","2021","SEO/HEO","Greater Manchester","Female","2680","2540","34710","32800"
"In post","2021","SEO/HEO","Greater Manchester","Male","2540","2480","34780","32300"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Female","2250","2130","35150","33300"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Male","2380","2330","36160","35480"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Female","340","320","35780","34290"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Male","320","310","37520","36520"
"In post","2021","SEO/HEO","Highlands and Islands","Female","170","160","37020","35680"
"In post","2021","SEO/HEO","Highlands and Islands","Male","200","200","38950","37530"
"In post","2021","SEO/HEO","Inner London - East","Female","2690","2570","38840","39000"
"In post","2021","SEO/HEO","Inner London - East","Male","2190","2150","40440","40170"
"In post","2021","SEO/HEO","Inner London - West","Female","12060","11760","37590","36800"
"In post","2021","SEO/HEO","Inner London - West","Male","10880","10790","38220","37640"
"In post","2021","SEO/HEO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Kent","Female","610","580","36140","35120"
"In post","2021","SEO/HEO","Kent","Male","770","740","37390","36480"
"In post","2021","SEO/HEO","Lancashire","Female","1400","1300","35240","33840"
"In post","2021","SEO/HEO","Lancashire","Male","990","950","35920","34290"
"In post","2021","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Female","510","470","35820","33840"
"In post","2021","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Male","440","420","37580","37120"
"In post","2021","SEO/HEO","Lincolnshire","Female","230","220","35450","34000"
"In post","2021","SEO/HEO","Lincolnshire","Male","340","330","37320","36450"
"In post","2021","SEO/HEO","Merseyside","Female","2290","2140","34140","32100"
"In post","2021","SEO/HEO","Merseyside","Male","1920","1870","35280","33300"
"In post","2021","SEO/HEO","North Eastern Scotland","Female","260","250","40830","36620"
"In post","2021","SEO/HEO","North Eastern Scotland","Male","320","310","50250","41090"
"In post","2021","SEO/HEO","North Yorkshire","Female","730","690","35920","35480"
"In post","2021","SEO/HEO","North Yorkshire","Male","670","660","35730","35480"
"In post","2021","SEO/HEO","Northern Ireland","Female","440","420","34640","31940"
"In post","2021","SEO/HEO","Northern Ireland","Male","460","450","35030","32100"
"In post","2021","SEO/HEO","Northumberland and Tyne and Wear","Female","2510","2320","33970","31990"
"In post","2021","SEO/HEO","Northumberland and Tyne and Wear","Male","2210","2140","34740","32430"
"In post","2021","SEO/HEO","Outer London - East and North East","Female","160","150","38640","36760"
"In post","2021","SEO/HEO","Outer London - East and North East","Male","180","170","40750","39070"
"In post","2021","SEO/HEO","Outer London - South","Female","1950","1850","38970","36940"
"In post","2021","SEO/HEO","Outer London - South","Male","1720","1690","39650","38770"
"In post","2021","SEO/HEO","Outer London - West and North West","Female","1110","1050","37670","36590"
"In post","2021","SEO/HEO","Outer London - West and North West","Male","990","970","38660","37420"
"In post","2021","SEO/HEO","Overseas","Female","580","580","38720","36960"
"In post","2021","SEO/HEO","Overseas","Male","960","960","40640","36920"
"In post","2021","SEO/HEO","Shropshire and Staffordshire","Female","950","890","36500","34800"
"In post","2021","SEO/HEO","Shropshire and Staffordshire","Male","760","740","37990","37890"
"In post","2021","SEO/HEO","South Yorkshire","Female","1390","1280","34720","33870"
"In post","2021","SEO/HEO","South Yorkshire","Male","1130","1100","35640","35310"
"In post","2021","SEO/HEO","Southern Scotland","Female","740","700","35400","33930"
"In post","2021","SEO/HEO","Southern Scotland","Male","620","600","35460","33930"
"In post","2021","SEO/HEO","Surrey, East and West Sussex","Female","780","730","36650","35010"
"In post","2021","SEO/HEO","Surrey, East and West Sussex","Male","700","680","37930","37310"
"In post","2021","SEO/HEO","Tees Valley and Durham","Female","840","780","35340","34290"
"In post","2021","SEO/HEO","Tees Valley and Durham","Male","600","580","37440","36780"
"In post","2021","SEO/HEO","Unknown","Female","400","390","33560","32000"
"In post","2021","SEO/HEO","Unknown","Male","360","360","34840","32750"
"In post","2021","SEO/HEO","West Central Scotland","Female","2100","1980","36490","34290"
"In post","2021","SEO/HEO","West Central Scotland","Male","2080","2010","37510","35810"
"In post","2021","SEO/HEO","West Midlands","Female","2400","2260","35110","33410"
"In post","2021","SEO/HEO","West Midlands","Male","2030","1990","35700","33990"
"In post","2021","SEO/HEO","West Wales and The Valleys","Female","1720","1610","37650","37410"
"In post","2021","SEO/HEO","West Wales and The Valleys","Male","1420","1380","38900","37410"
"In post","2021","SEO/HEO","West Yorkshire","Female","2480","2310","34460","32710"
"In post","2021","SEO/HEO","West Yorkshire","Male","2000","1940","35340","33920"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Female","240","220","27880","24410"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Male","50","50","28700","24170"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","330","300","29520","28200"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","160","160","30540","28130"
"In post","2021","Unknown","Cheshire","Female","150","140","29570","30210"
"In post","2021","Unknown","Cheshire","Male","40","40","[c]","[c]"
"In post","2021","Unknown","Cornwall and Isles of Scilly","Female","30","30","[c]","[c]"
"In post","2021","Unknown","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cumbria","Female","100","90","32510","31150"
"In post","2021","Unknown","Cumbria","Male","140","140","41820","40670"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","Female","390","340","29070","28200"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","Male","120","110","33000","33670"
"In post","2021","Unknown","Devon","Female","170","150","31150","30210"
"In post","2021","Unknown","Devon","Male","140","140","37070","37170"
"In post","2021","Unknown","Dorset and Somerset","Female","170","150","27950","25210"
"In post","2021","Unknown","Dorset and Somerset","Male","60","50","29550","30210"
"In post","2021","Unknown","East Anglia","Female","380","340","29030","30210"
"In post","2021","Unknown","East Anglia","Male","120","110","31040","30210"
"In post","2021","Unknown","East Wales","Female","370","350","29590","28200"
"In post","2021","Unknown","East Wales","Male","120","110","31540","31420"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Female","200","180","29720","30210"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Male","60","60","30650","29280"
"In post","2021","Unknown","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex","Female","190","170","27470","23840"
"In post","2021","Unknown","Essex","Male","50","50","29320","29200"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","820","760","34590","32300"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1090","1070","42700","39860"
"In post","2021","Unknown","Greater Manchester","Female","550","510","29580","30210"
"In post","2021","Unknown","Greater Manchester","Male","210","200","30380","29770"
"In post","2021","Unknown","Hampshire and Isle of Wight","Female","240","220","29670","30210"
"In post","2021","Unknown","Hampshire and Isle of Wight","Male","120","110","39280","37170"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Female","220","210","29020","28200"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Male","80","70","29760","28200"
"In post","2021","Unknown","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - East","Female","500","480","33050","32090"
"In post","2021","Unknown","Inner London - East","Male","190","190","34250","34100"
"In post","2021","Unknown","Inner London - West","Female","150","150","37790","34770"
"In post","2021","Unknown","Inner London - West","Male","80","80","37440","36580"
"In post","2021","Unknown","Kent","Female","220","200","30340","30880"
"In post","2021","Unknown","Kent","Male","70","70","29680","31260"
"In post","2021","Unknown","Lancashire","Female","340","300","29200","30210"
"In post","2021","Unknown","Lancashire","Male","100","90","31140","32100"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","Female","290","260","29250","30210"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","Male","70","60","30130","30210"
"In post","2021","Unknown","Lincolnshire","Female","100","100","29640","30210"
"In post","2021","Unknown","Lincolnshire","Male","30","30","[c]","[c]"
"In post","2021","Unknown","Merseyside","Female","330","300","28970","28200"
"In post","2021","Unknown","Merseyside","Male","80","80","31290","32690"
"In post","2021","Unknown","North Yorkshire","Female","130","120","29340","28200"
"In post","2021","Unknown","North Yorkshire","Male","50","50","29870","29200"
"In post","2021","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Female","260","230","28690","28200"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Male","90","90","30870","30210"
"In post","2021","Unknown","Outer London - East and North East","Female","210","200","32910","34100"
"In post","2021","Unknown","Outer London - East and North East","Male","70","70","33590","33950"
"In post","2021","Unknown","Outer London - South","Female","140","130","33650","32090"
"In post","2021","Unknown","Outer London - South","Male","40","40","[c]","[c]"
"In post","2021","Unknown","Outer London - West and North West","Female","190","190","32420","28690"
"In post","2021","Unknown","Outer London - West and North West","Male","60","60","32550","29960"
"In post","2021","Unknown","Overseas","Female","100","100","[c]","[c]"
"In post","2021","Unknown","Overseas","Male","160","150","[c]","[c]"
"In post","2021","Unknown","Shropshire and Staffordshire","Female","240","210","29750","30210"
"In post","2021","Unknown","Shropshire and Staffordshire","Male","120","110","32940","34320"
"In post","2021","Unknown","South Yorkshire","Female","280","250","29070","28200"
"In post","2021","Unknown","South Yorkshire","Male","60","60","29830","30210"
"In post","2021","Unknown","Surrey, East and West Sussex","Female","310","280","29650","30210"
"In post","2021","Unknown","Surrey, East and West Sussex","Male","80","80","28960","24320"
"In post","2021","Unknown","Tees Valley and Durham","Female","290","270","29290","28200"
"In post","2021","Unknown","Tees Valley and Durham","Male","80","70","30200","30210"
"In post","2021","Unknown","Unknown","Female","170","170","33050","32700"
"In post","2021","Unknown","Unknown","Male","1750","1740","37670","34160"
"In post","2021","Unknown","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Central Scotland","Male","50","50","43160","45130"
"In post","2021","Unknown","West Midlands","Female","580","520","28840","28200"
"In post","2021","Unknown","West Midlands","Male","180","180","30360","28200"
"In post","2021","Unknown","West Wales and The Valleys","Female","490","450","29300","28200"
"In post","2021","Unknown","West Wales and The Valleys","Male","130","120","31240","30210"
"In post","2021","Unknown","West Yorkshire","Female","430","390","30080","30210"
"In post","2021","Unknown","West Yorkshire","Male","120","120","30500","31340"
"In post","2022","AA/AO","Bedfordshire and Hertfordshire","Female","660","590","23980","23230"
"In post","2022","AA/AO","Bedfordshire and Hertfordshire","Male","530","520","25910","24920"
"In post","2022","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Female","1520","1390","23870","21960"
"In post","2022","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Male","1750","1720","27810","26830"
"In post","2022","AA/AO","Cheshire","Female","800","700","22520","21260"
"In post","2022","AA/AO","Cheshire","Male","550","530","24150","21860"
"In post","2022","AA/AO","Cornwall and Isles of Scilly","Female","400","340","21130","21260"
"In post","2022","AA/AO","Cornwall and Isles of Scilly","Male","320","320","21280","21260"
"In post","2022","AA/AO","Cumbria","Female","570","490","21620","21300"
"In post","2022","AA/AO","Cumbria","Male","380","370","23290","21300"
"In post","2022","AA/AO","Derbyshire and Nottinghamshire","Female","2160","1890","21990","21260"
"In post","2022","AA/AO","Derbyshire and Nottinghamshire","Male","1760","1690","23500","21260"
"In post","2022","AA/AO","Devon","Female","1530","1290","21660","21260"
"In post","2022","AA/AO","Devon","Male","1500","1440","23870","21960"
