"Status","Year","Responsibility_level","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Crown Prosecution Service","160","140","57310","55610"
"Leaver CS","2022","G6/G7","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Government Legal Department","110","100","59410","57520"
"Leaver CS","2022","G6/G7","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Defence Equipment and Support","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Defence Science and Technology Laboratory","60","50","52630","48660"
"Leaver CS","2022","G6/G7","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","110","110","56390","53600"
"Leaver CS","2022","G6/G7","No function","Department for Digital, Culture, Media and Sport","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Department for Education (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Department for Transport (excl. agencies)","70","70","61400","59480"
"Leaver CS","2022","G6/G7","No function","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Department of Health and Social Care (excl. agencies)","80","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","HM Courts and Tribunals Service","50","50","58100","57190"
"Leaver CS","2022","G6/G7","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","HM Treasury (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Medicines and Healthcare Products Regulatory Agency","60","50","60950","57770"
"Leaver CS","2022","G6/G7","No function","Ministry of Justice (excl. agencies)","110","100","60670","59310"
"Leaver CS","2022","G6/G7","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Office for Standards in Education, Children's Services and Skills","60","60","75940","75500"
"Leaver CS","2022","G6/G7","No function","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Public Health England","390","360","57620","54020"
"Leaver CS","2022","G6/G7","No function","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
