"Status","Year","Responsibility_level","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","EO","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Department for Work and Pensions (excl. agencies)","50","50","27920","27570"
"Leaver CS","2022","EO","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Internal Audit","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Crown Prosecution Service","40","40","[c]","[c]"
"Leaver CS","2022","EO","Legal","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Government Legal Department","40","40","[c]","[c]"
"Leaver CS","2022","EO","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Animal and Plant Health Agency","70","60","25600","25100"
"Leaver CS","2022","EO","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Defence Equipment and Support","110","100","20830","20200"
"Leaver CS","2022","EO","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Department for Education (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","EO","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","EO","No function","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2022","EO","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","EO","No function","Department for Work and Pensions (excl. agencies)","3670","3240","28320","27570"
"Leaver CS","2022","EO","No function","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Driver and Vehicle Standards Agency","270","230","27580","26780"
"Leaver CS","2022","EO","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Health and Safety Executive","30","30","[c]","[c]"
"Leaver CS","2022","EO","No function","HM Courts and Tribunals Service","210","200","25200","25120"
"Leaver CS","2022","EO","No function","HM Land Registry","90","70","27550","27130"
"Leaver CS","2022","EO","No function","HM Prison and Probation Service","470","440","[c]","[c]"
"Leaver CS","2022","EO","No function","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Medicines and Healthcare Products Regulatory Agency","50","40","[c]","[c]"
"Leaver CS","2022","EO","No function","Ministry of Justice (excl. agencies)","70","60","26140","26410"
"Leaver CS","2022","EO","No function","National Crime Agency","110","110","34280","34140"
"Leaver CS","2022","EO","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"Leaver CS","2022","EO","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Public Health England","240","220","25360","25080"
"Leaver CS","2022","EO","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Scottish Prison Service","130","110","34350","35000"
"Leaver CS","2022","EO","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","UK Health Security Agency","100","100","25370","25010"
"Leaver CS","2022","EO","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","UK Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2022","EO","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Defence Equipment and Support","180","170","22190","21620"
"Leaver CS","2022","EO","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Valuation Office Agency","50","40","26210","26030"
"Leaver CS","2022","EO","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Ministry of Defence (excl. agencies)","80","80","34920","31870"
"Leaver CS","2022","EO","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Department for Work and Pensions (excl. agencies)","560","520","27840","27570"
"Leaver CS","2022","EO","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Forestry and Land Scotland","30","30","[c]","[c]"
"Leaver CS","2022","EO","Unknown","HM Revenue and Customs (excl. agencies)","850","720","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Home Office","850","710","27470","27240"
"Leaver CS","2022","EO","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Ministry of Defence (excl. agencies)","390","370","28330","27740"
"Leaver CS","2022","EO","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Scottish Government (excl. agencies)","70","60","28570","27940"
"Leaver CS","2022","EO","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Welsh Government (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Cabinet Office (excl. agencies)","110","110","69490","67710"
"Leaver CS","2022","G6/G7","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Cabinet Office (excl. agencies)","70","70","59520","56660"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","90","90","59780","59590"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
