"Status","Year","Region_ITL1","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Scotland","Declared non-disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","North Lanarkshire","60","40","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","South Lanarkshire","90","70","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","West Lothian","100","90","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Aberdeen City and Aberdeenshire","40","40","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","City of Edinburgh","290","260","37490","32140"
"Leaver CS","2021","Scotland","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40","30","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Glasgow City","140","120","31590","27150"
"Leaver CS","2021","Scotland","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","North Lanarkshire","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Perth and Kinross and Stirling","50","50","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","South Lanarkshire","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","West Lothian","90","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Berkshire","80","70","36570","29290"
"Leaver CS","2021","South East (England)","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Buckinghamshire CC","100","100","31300","29930"
"Leaver CS","2021","South East (England)","Declared non-disabled","Central Hampshire","130","120","31900","28650"
"Leaver CS","2021","South East (England)","Declared non-disabled","East Kent","100","90","27060","25110"
"Leaver CS","2021","South East (England)","Declared non-disabled","East Surrey","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","East Sussex CC","70","60","26410","21010"
"Leaver CS","2021","South East (England)","Declared non-disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Kent Thames Gateway","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Medway","70","60","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Mid Kent","80","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Milton Keynes","90","80","36790","30680"
"Leaver CS","2021","South East (England)","Declared non-disabled","North Hampshire","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Oxfordshire","110","100","29550","26320"
"Leaver CS","2021","South East (England)","Declared non-disabled","Portsmouth","120","100","31630","27670"
"Leaver CS","2021","South East (England)","Declared non-disabled","South Hampshire","120","100","27190","25340"
"Leaver CS","2021","South East (England)","Declared non-disabled","Southampton","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","West Surrey","80","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","West Sussex (North East)","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","West Sussex (South West)","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Berkshire","60","60","31060","25880"
"Leaver CS","2021","South East (England)","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Buckinghamshire CC","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Central Hampshire","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Kent Thames Gateway","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Milton Keynes","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Oxfordshire","70","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Portsmouth","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","South Hampshire","110","80","25580","19520"
"Leaver CS","2021","South East (England)","Unknown","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","West Surrey","80","80","31780","24370"
"Leaver CS","2021","South East (England)","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","70","60","30330","31370"
"Leaver CS","2021","South West (England)","Declared disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Bristol, City of","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Devon CC","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Wiltshire","50","50","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","320","300","38310","34230"
"Leaver CS","2021","South West (England)","Declared non-disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Bristol, City of","200","180","33830","27570"
"Leaver CS","2021","South West (England)","Declared non-disabled","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Devon CC","270","230","24260","21010"
"Leaver CS","2021","South West (England)","Declared non-disabled","Dorset CC","100","100","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Gloucestershire","60","50","28520","27130"
"Leaver CS","2021","South West (England)","Declared non-disabled","Plymouth","80","70","29290","27130"
"Leaver CS","2021","South West (England)","Declared non-disabled","Somerset","90","80","31180","27740"
"Leaver CS","2021","South West (England)","Declared non-disabled","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Wiltshire","280","270","33230","28650"
"Leaver CS","2021","South West (England)","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Bristol, City of","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
