"Status","Year","Region_ITL2","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","No function","20-29","810","800","24940","23390"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","No function","30-39","460","440","30790","28970"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","No function","40-49","270","250","33660","29230"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","No function","50-59","220","210","30850","27570"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","No function","60-64","50","40","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","16-19","50","50","17810","17140"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","20-29","330","330","26710","25030"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","30-39","200","190","35940","34000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","40-49","140","130","37390","36350"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","50-59","130","120","40840","40000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Security","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20-29","50","40","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Analysis","20-29","50","50","30220","33080"
"New entrant CS","2022","Greater Manchester","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Communications","20-29","90","90","26750","26590"
"New entrant CS","2022","Greater Manchester","Communications","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Counter Fraud","20-29","70","60","26700","26590"
"New entrant CS","2022","Greater Manchester","Counter Fraud","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Debt","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Debt","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Debt","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Debt","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Debt","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Digital, Data & Technology","20-29","90","90","32950","32130"
"New entrant CS","2022","Greater Manchester","Digital, Data & Technology","30-39","90","90","39630","36020"
"New entrant CS","2022","Greater Manchester","Digital, Data & Technology","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Finance","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","No function","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Greater Manchester","No function","20-29","890","870","24420","23140"
"New entrant CS","2022","Greater Manchester","No function","30-39","550","530","26730","24340"
"New entrant CS","2022","Greater Manchester","No function","40-49","350","330","29050","26310"
"New entrant CS","2022","Greater Manchester","No function","50-59","250","240","28170","26130"
"New entrant CS","2022","Greater Manchester","No function","60-64","70","60","27900","26130"
"New entrant CS","2022","Greater Manchester","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Unknown","20-29","140","140","27470","24880"
"New entrant CS","2022","Greater Manchester","Unknown","30-39","80","80","32420","27570"
"New entrant CS","2022","Greater Manchester","Unknown","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Unknown","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Analysis","20-29","100","100","28920","30460"
"New entrant CS","2022","Hampshire and Isle of Wight","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Internal Audit","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Internal Audit","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","No function","20-29","350","340","24530","24430"
"New entrant CS","2022","Hampshire and Isle of Wight","No function","30-39","180","160","28800","25870"
"New entrant CS","2022","Hampshire and Isle of Wight","No function","40-49","170","150","28570","26220"
"New entrant CS","2022","Hampshire and Isle of Wight","No function","50-59","230","190","27770","23390"
"New entrant CS","2022","Hampshire and Isle of Wight","No function","60-64","70","50","26730","22170"
"New entrant CS","2022","Hampshire and Isle of Wight","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Project Delivery","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Project Delivery","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Project Delivery","60-64","[c]","[c]","[c]","[c]"
