"Status","Year","Region_ITL2","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Hampshire and Isle of Wight","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Unknown","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Unknown","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Unknown","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Unknown","50-59","80","70","31360","26800"
"Leaver CS","2022","Hampshire and Isle of Wight","Unknown","60-64","70","70","31700","32930"
"Leaver CS","2022","Hampshire and Isle of Wight","Unknown","65+","80","60","29000","28280"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Debt","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Debt","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Debt","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Debt","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Debt","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Grants Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Grants Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Grants Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Grants Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Grants Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","No function","20-29","90","90","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","No function","30-39","60","50","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","No function","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","No function","50-59","60","50","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","No function","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Debt","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Debt","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Debt","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Debt","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Debt","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Digital, Data & Technology","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - East","Digital, Data & Technology","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - East","Digital, Data & Technology","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - East","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","No function","20-29","460","450","29740","29270"
"Leaver CS","2022","Inner London - East","No function","30-39","450","430","39060","34870"
"Leaver CS","2022","Inner London - East","No function","40-49","320","290","47790","42980"
"Leaver CS","2022","Inner London - East","No function","50-59","320","300","50180","46100"
"Leaver CS","2022","Inner London - East","No function","60-64","140","130","51690","43230"
"Leaver CS","2022","Inner London - East","No function","65+","100","80","49370","40620"
"Leaver CS","2022","Inner London - East","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","50-59","90","80","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","60-64","70","60","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","65+","60","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Analysis","20-29","140","130","32120","29690"
"Leaver CS","2022","Inner London - West","Analysis","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","20-29","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","30-39","40","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","40-49","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","20-29","80","70","33960","34550"
"Leaver CS","2022","Inner London - West","Communications","30-39","90","70","44870","42200"
"Leaver CS","2022","Inner London - West","Communications","40-49","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Debt","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data & Technology","20-29","60","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data & Technology","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data & Technology","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","20-29","40","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","30-39","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","20-29","60","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","30-39","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Legal","20-29","70","70","32920","27350"
"Leaver CS","2022","Inner London - West","Legal","30-39","100","90","50840","51830"
"Leaver CS","2022","Inner London - West","Legal","40-49","50","40","56830","57040"
"Leaver CS","2022","Inner London - West","Legal","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","No function","20-29","1020","940","32130","30850"
"Leaver CS","2022","Inner London - West","No function","30-39","590","520","44240","41660"
"Leaver CS","2022","Inner London - West","No function","40-49","340","300","51850","52920"
"Leaver CS","2022","Inner London - West","No function","50-59","280","260","51160","49190"
"Leaver CS","2022","Inner London - West","No function","60-64","180","160","48910","44210"
"Leaver CS","2022","Inner London - West","No function","65+","100","80","41630","36300"
"Leaver CS","2022","Inner London - West","Project Delivery","20-29","40","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","20-29","310","200","30130","28650"
"Leaver CS","2022","Inner London - West","Unknown","30-39","110","80","44410","41950"
"Leaver CS","2022","Inner London - West","Unknown","40-49","70","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","50-59","110","80","54590","48140"
"Leaver CS","2022","Inner London - West","Unknown","60-64","110","80","56380","45840"
"Leaver CS","2022","Inner London - West","Unknown","65+","50","40","[c]","[c]"
"Leaver CS","2022","Kent","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","No function","20-29","160","160","24360","24250"
"Leaver CS","2022","Kent","No function","30-39","120","120","[c]","[c]"
"Leaver CS","2022","Kent","No function","40-49","80","80","[c]","[c]"
"Leaver CS","2022","Kent","No function","50-59","110","100","36990","29290"
"Leaver CS","2022","Kent","No function","60-64","70","60","[c]","[c]"
"Leaver CS","2022","Kent","No function","65+","70","50","[c]","[c]"
"Leaver CS","2022","Kent","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
