"Status","Year","Sex","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Tyneside","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Cabinet Office (excl. agencies)","170","170","31850","26570"
"In post","2022","Male","Tyneside","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Crown Prosecution Service","90","90","43860","48080"
"In post","2022","Male","Tyneside","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Male","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","120","120","41450","36850"
"In post","2022","Male","Tyneside","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Male","Tyneside","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Department for Work and Pensions (excl. agencies)","2680","2580","32640","27570"
"In post","2022","Male","Tyneside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Driver and Vehicle Standards Agency","130","130","27480","26780"
"In post","2022","Male","Tyneside","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Health and Safety Executive","40","40","[c]","[c]"
"In post","2022","Male","Tyneside","HM Courts and Tribunals Service","100","90","26480","20970"
"In post","2022","Male","Tyneside","HM Prison and Probation Service","110","110","31760","28320"
"In post","2022","Male","Tyneside","HM Revenue and Customs (excl. agencies)","3870","3730","32490","27700"
"In post","2022","Male","Tyneside","Home Office","180","170","29010","25310"
"In post","2022","Male","Tyneside","Legal Aid Agency","100","100","25900","25120"
"In post","2022","Male","Tyneside","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Male","Tyneside","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Rural Payments Agency","210","200","25040","21300"
"In post","2022","Male","Tyneside","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Valuation Office Agency","100","90","35620","31900"
"In post","2022","Male","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Cabinet Office (excl. agencies)","230","230","38310","32000"
"In post","2022","Male","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Department for Work and Pensions (excl. agencies)","220","220","32630","27570"
"In post","2022","Male","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","HM Prison and Probation Service","40","30","[c]","[c]"
"In post","2022","Male","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Ministry of Defence (excl. agencies)","120","120","33560","27370"
"In post","2022","Male","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Male","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Royal Fleet Auxiliary","1590","1590","37990","34460"
"In post","2022","Male","Wakefield","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2022","Male","Wakefield","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Department for Work and Pensions (excl. agencies)","70","70","28120","27570"
"In post","2022","Male","Wakefield","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2022","Male","Wakefield","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","HM Prison and Probation Service","560","520","30430","31180"
"In post","2022","Male","Wakefield","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","National Crime Agency","100","100","40470","39030"
"In post","2022","Male","Wakefield","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Department for Work and Pensions (excl. agencies)","170","160","24640","26120"
"In post","2022","Male","Walsall","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Male","Wandsworth","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","HM Prison and Probation Service","380","370","34140","33550"
"In post","2022","Male","Wandsworth","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","44350","47550"
"In post","2022","Male","Warrington","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Department for Work and Pensions (excl. agencies)","100","90","25600","27570"
"In post","2022","Male","Warrington","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","HM Prison and Probation Service","360","340","30180","28700"
"In post","2022","Male","Warrington","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","National Crime Agency","620","610","38310","36740"
"In post","2022","Male","Warrington","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Defence Equipment and Support","100","100","24420","21710"
"In post","2022","Male","Warwickshire CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Department for Work and Pensions (excl. agencies)","150","140","25860","27570"
"In post","2022","Male","Warwickshire CC","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","HM Prison and Probation Service","80","70","38120","33360"
"In post","2022","Male","Warwickshire CC","Home Office","50","50","26270","24880"
"In post","2022","Male","Warwickshire CC","Ministry of Defence (excl. agencies)","90","80","25560","20770"
"In post","2022","Male","Warwickshire CC","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Male","Warwickshire CC","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Male","West Cumbria","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","HM Prison and Probation Service","100","100","30930","29040"
"In post","2022","Male","West Cumbria","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Ministry of Defence (excl. agencies)","60","60","33520","33100"
"In post","2022","Male","West Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Rural Payments Agency","170","170","24200","21300"
"In post","2022","Male","West Cumbria","Submarine Delivery Agency","120","120","44570","44430"
"In post","2022","Male","West Cumbria","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Male","West Essex","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Home Office","240","210","30120","27370"
"In post","2022","Male","West Essex","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Male","West Essex","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Defence Science and Technology Laboratory","110","100","41770","40830"
"In post","2022","Male","West Kent","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Male","West Kent","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Male","West Lothian","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2022","Male","West Lothian","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Forestry and Land Scotland","40","40","[c]","[c]"
"In post","2022","Male","West Lothian","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Department for Work and Pensions (excl. agencies)","70","70","26960","27570"
"In post","2022","Male","West Northamptonshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","HM Courts and Tribunals Service","80","80","25450","20970"
"In post","2022","Male","West Northamptonshire","HM Prison and Probation Service","200","200","29510","25700"
"In post","2022","Male","West Northamptonshire","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Animal and Plant Health Agency","260","250","34800","32560"
"In post","2022","Male","West Surrey","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Male","West Surrey","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Department for Work and Pensions (excl. agencies)","70","70","30850","29290"
"In post","2022","Male","West Surrey","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2022","Male","West Surrey","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2022","Male","West Surrey","HM Prison and Probation Service","270","260","32330","31300"
"In post","2022","Male","West Surrey","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Ministry of Defence (excl. agencies)","90","80","25020","21380"
"In post","2022","Male","West Surrey","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Surrey","Veterinary Medicines Directorate","60","60","44760","47550"
"In post","2022","Male","West Sussex (North East)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Home Office","450","400","29200","27710"
"In post","2022","Male","West Sussex (North East)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","National Crime Agency","50","40","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (North East)","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Department for Work and Pensions (excl. agencies)","100","100","26000","27570"
"In post","2022","Male","West Sussex (South West)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","HM Prison and Probation Service","130","120","30710","30210"
"In post","2022","Male","West Sussex (South West)","HM Revenue and Customs (excl. agencies)","310","290","36410","33370"
"In post","2022","Male","West Sussex (South West)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Sussex (South West)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Advisory, Conciliation and Arbitration Service","90","80","44570","43750"
"In post","2022","Male","Westminster","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Cabinet Office (excl. agencies)","2450","2440","52670","49700"
"In post","2022","Male","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Crown Prosecution Service","580","570","46550","40700"
"In post","2022","Male","Westminster","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","2590","2560","50780","53380"
"In post","2022","Male","Westminster","Department for Digital, Culture, Media and Sport","800","800","48360","51730"
"In post","2022","Male","Westminster","Department for Education (excl. agencies)","720","720","51240","53420"
"In post","2022","Male","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","1260","1250","44920","39640"
"In post","2022","Male","Westminster","Department for International Trade","1270","1260","47370","41950"
"In post","2022","Male","Westminster","Department for Levelling Up, Housing and Communities (excl. agencies)","1090","1080","48820","53130"
"In post","2022","Male","Westminster","Department for Transport (excl. agencies)","1610","1590","51300","54110"
"In post","2022","Male","Westminster","Department for Work and Pensions (excl. agencies)","1070","1050","46690","40000"
"In post","2022","Male","Westminster","Department of Health and Social Care (excl. agencies)","910","900","50220","53360"
"In post","2022","Male","Westminster","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Education and Skills Funding Agency","130","130","52520","53760"
"In post","2022","Male","Westminster","FCDO Services","130","120","47820","42680"
"In post","2022","Male","Westminster","Food Standards Agency","70","70","43340","40650"
"In post","2022","Male","Westminster","Foreign, Commonwealth and Development Office (excl. agencies)","1800","1790","52280","52430"
