"Status","Year","Organisation","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","No function","160","140","36030","34140"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","No function","70","70","54100","51730"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","Unknown","60","60","56990","54400"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","Unknown","100","90","36920","36980"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","No function","80","80","56330","54280"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","No function","210","210","35480","34420"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","No function","70","70","54760","52700"
"Leaver Dept.","2021","Department for International Trade","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","No function","100","100","34950","34290"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","Unknown","50","50","57200","54760"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","Unknown","110","110","38100","35430"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","340","320","21180","21010"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","EO","Unknown","640","620","28080","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","90","90","57920","55830"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","270","270","34800","34290"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA/AO","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO/HEO","Property","[c]","[c]","[c]","[c]"
