"Status","Year","Region_ITL3","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Suffolk","Attorney General's Departments","East of England","30","30","[c]","[c]"
"In post","2021","Suffolk","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Department for Business, Energy and Industrial Strategy","East of England","110","110","30780","29940"
"In post","2021","Suffolk","Department for Environment, Food and Rural Affairs","East of England","520","490","34220","30220"
"In post","2021","Suffolk","Department for Transport","East of England","60","50","29080","27230"
"In post","2021","Suffolk","Department for Work and Pensions","East of England","610","550","26980","27570"
"In post","2021","Suffolk","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","HM Revenue and Customs","East of England","550","510","29360","28130"
"In post","2021","Suffolk","Home Office","East of England","260","250","25760","25310"
"In post","2021","Suffolk","Ministry of Defence","East of England","700","670","25130","21580"
"In post","2021","Suffolk","Ministry of Justice","East of England","1290","1220","29040","28200"
"In post","2021","Suffolk","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Department for Work and Pensions","North East (England)","1760","1520","25750","27570"
"In post","2021","Sunderland","HM Revenue and Customs","North East (England)","2480","2050","24100","21440"
"In post","2021","Sunderland","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Ministry of Justice","North East (England)","80","70","27510","23130"
"In post","2021","Sunderland","National Crime Agency","North East (England)","100","100","35440","36410"
"In post","2021","Swansea","Attorney General's Departments","Wales","70","60","41460","38180"
"In post","2021","Swansea","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Department for Transport","Wales","6630","5880","26350","21590"
"In post","2021","Swansea","Department for Work and Pensions","Wales","590","520","24740","26120"
"In post","2021","Swansea","HM Land Registry","Wales","720","650","29080","27130"
"In post","2021","Swansea","HM Revenue and Customs","Wales","100","90","32290","27080"
"In post","2021","Swansea","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Ministry of Justice","Wales","630","560","28070","26810"
"In post","2021","Swansea","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Welsh Government","Wales","290","280","41290","37410"
"In post","2021","Swindon","Department for Business, Energy and Industrial Strategy","South West (England)","120","120","46000","49080"
"In post","2021","Swindon","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Department for Work and Pensions","South West (England)","170","160","27540","27570"
"In post","2021","Swindon","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Ministry of Justice","South West (England)","120","110","24210","20260"
"In post","2021","Swindon","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Department for Work and Pensions","West Midlands (England)","410","360","26060","27570"
"In post","2021","Telford and Wrekin","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","HM Land Registry","West Midlands (England)","340","310","28790","27130"
"In post","2021","Telford and Wrekin","HM Revenue and Customs","West Midlands (England)","810","760","39420","38630"
"In post","2021","Telford and Wrekin","Ministry of Defence","West Midlands (England)","300","290","31280","26930"
"In post","2021","Telford and Wrekin","Ministry of Justice","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Thurrock","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Department for Work and Pensions","East of England","80","80","29720","29290"
"In post","2021","Thurrock","Home Office","East of England","270","260","25120","24890"
"In post","2021","Torbay","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Department for Work and Pensions","South West (England)","270","220","24720","26120"
"In post","2021","Torbay","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Ministry of Justice","South West (England)","60","50","29610","23840"
"In post","2021","Tower Hamlets","Cabinet Office","London","870","850","51680","54700"
"In post","2021","Tower Hamlets","Competition and Markets Authority","London","790","760","60810","56630"
"In post","2021","Tower Hamlets","Department for Work and Pensions","London","400","370","35650","31060"
"In post","2021","Tower Hamlets","Department of Health and Social Care","London","1000","970","49410","41770"
"In post","2021","Tower Hamlets","HM Revenue and Customs","London","1510","1440","47230","41760"
"In post","2021","Tower Hamlets","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Ministry of Justice","London","1330","1290","40900","36800"
"In post","2021","Tower Hamlets","Office of Gas and Electricity Markets","London","670","660","51150","47180"
"In post","2021","Tower Hamlets","Office of Rail and Road","London","210","200","55460","55430"
"In post","2021","Tower Hamlets","Other Cabinet Office Agencies","London","70","70","50350","49300"
"In post","2021","Tyneside","Attorney General's Departments","North East (England)","240","220","38030","32420"
"In post","2021","Tyneside","Cabinet Office","North East (England)","400","380","28460","23850"
"In post","2021","Tyneside","Department for Business, Energy and Industrial Strategy","North East (England)","210","190","31390","30950"
"In post","2021","Tyneside","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Department for Education","North East (England)","80","80","39120","36780"
"In post","2021","Tyneside","Department for Environment, Food and Rural Affairs","North East (England)","520","480","32040","29180"
"In post","2021","Tyneside","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Department for Transport","North East (England)","290","270","27080","26470"
"In post","2021","Tyneside","Department for Work and Pensions","North East (England)","5330","4780","28650","27570"
"In post","2021","Tyneside","Department of Health and Social Care","North East (England)","140","120","45510","38690"
"In post","2021","Tyneside","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","HM Revenue and Customs","North East (England)","7990","7230","29110","25560"
"In post","2021","Tyneside","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Home Office","North East (England)","260","260","27950","25400"
"In post","2021","Tyneside","Ministry of Defence","North East (England)","80","80","21330","21130"
"In post","2021","Tyneside","Ministry of Housing, Communities and Local Government","North East (England)","60","60","40230","36340"
"In post","2021","Tyneside","Ministry of Justice","North East (England)","920","840","25580","22010"
"In post","2021","Tyneside","Other Cabinet Office Agencies","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Unknown","600","600","36250","32000"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","900","840","30410","27570"
"In post","2021","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","2060","2050","37190","33570"
"In post","2021","Unknown","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Unknown","100","100","45080","44910"
"In post","2021","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Attorney General's Departments","Yorkshire and The Humber","70","70","36100","30130"
"In post","2021","Wakefield","Department for Transport","Yorkshire and The Humber","50","50","29170","26780"
"In post","2021","Wakefield","Department for Work and Pensions","Yorkshire and The Humber","280","240","27510","27570"
"In post","2021","Wakefield","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Ministry of Justice","Yorkshire and The Humber","1100","1010","29690","28200"
"In post","2021","Wakefield","National Crime Agency","Yorkshire and The Humber","160","160","37380","36630"
"In post","2021","Wakefield","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Department for Work and Pensions","West Midlands (England)","490","420","24650","26120"
"In post","2021","Walsall","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Ministry of Justice","West Midlands (England)","110","100","27210","23840"
"In post","2021","Wandsworth","Department for Work and Pensions","London","150","130","28860","31060"
"In post","2021","Wandsworth","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Ministry of Justice","London","780","750","32960","33260"
"In post","2021","Warrington","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Department for Environment, Food and Rural Affairs","North West (England)","130","130","42470","47550"
