"Status","Year","Profession_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Department for Work and Pensions (excl. agencies)","520","460","27540","27570"
"In post","2022","Counter Fraud","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Companies House","40","30","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Department for Work and Pensions (excl. agencies)","1200","1030","28100","27570"
"In post","2022","Counter Fraud","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Serious Fraud Office","50","50","48220","40410"
"In post","2022","Counter Fraud","Unknown","The Insolvency Service","90","80","39770","39170"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","40","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Companies House","180","170","40230","38000"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Competition and Markets Authority","60","60","56660","56110"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Crown Commercial Service","100","100","44980","41120"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Crown Office and Procurator Fiscal Service","50","50","41410","37360"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Crown Prosecution Service","90","90","40140","34040"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Defence Equipment and Support","200","200","36950","33120"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","100","100","45660","40140"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department for Education (excl. agencies)","550","540","40530","37100"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","570","560","44320","47550"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department for International Trade","90","90","47340","44980"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","80","80","50530","53130"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department for Transport (excl. agencies)","70","70","47180","43440"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","2590","2490","42700","37540"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","100","100","43090","36820"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Driver and Vehicle Licensing Agency","560","550","40100","38650"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Driver and Vehicle Standards Agency","120","120","37610","32180"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Education and Skills Funding Agency","150","140","38880","36500"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","FCDO Services","100","100","45440","43140"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Food Standards Agency","50","50","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","90","90","43510","40500"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Health and Safety Executive","70","70","42830","36990"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","HM Courts and Tribunals Service","210","210","39120","36050"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","HM Land Registry","410","390","39240","38450"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","1280","1230","42510","40520"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Home Office","1030","1010","50660","45780"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Intellectual Property Office","120","120","47600","47940"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Maritime and Coastguard Agency","80","80","37910","33540"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","50","50","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Met Office","290","280","37780","36160"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Ministry of Defence (excl. agencies)","1500","1470","34420","33300"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Ministry of Justice (excl. agencies)","610","600","47980","47590"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","National Crime Agency","200","200","42830","40170"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","60","60","47170","39850"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Office of Gas and Electricity Markets","50","50","49440","42810"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Planning Inspectorate","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Registers of Scotland","50","50","39420","37710"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Serious Fraud Office","50","50","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","The Insolvency Service","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","The National Archives","60","60","39530","37400"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","UK Health Security Agency","100","100","42990","36330"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","UK Hydrographic Office","110","110","40510","42510"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","UK Statistics Authority","410","400","42770","38400"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Welsh Government (excl. agencies)","170","170","39370","38160"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
