"Status","Year","Region_ITL1","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East Midlands (England)","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Inspector of Education and Training","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","HM Land Registry","80","80","22560","22350"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Ministry of Justice","670","640","21640","20600"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Tax","HM Revenue and Customs","200","190","25740","25560"
"New entrant CS","2021","East Midlands (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Department for Work and Pensions","830","810","26010","27570"
"New entrant CS","2021","East Midlands (England)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Corporate Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Inspector of Education and Training","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","East of England","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
