"Status","Year","Region_ITL1","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","London","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inspector of Education and Training","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Intelligence Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Intelligence Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","International Trade","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Attorney General's Departments","110","100","62510","57500"
"Leaver CS","2021","London","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Department of Health and Social Care","140","130","41130","32650"
"Leaver CS","2021","London","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Home Office","140","110","32630","29080"
"Leaver CS","2021","London","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Ministry of Justice","730","690","26790","23360"
"Leaver CS","2021","London","Operational Delivery","National Crime Agency","60","50","47910","41970"
"Leaver CS","2021","London","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Home Office","60","60","[c]","[c]"
"Leaver CS","2021","London","Other","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2021","London","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","Office of Gas and Electricity Markets","40","30","[c]","[c]"
"Leaver CS","2021","London","Other","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Department for Business, Energy and Industrial Strategy","120","120","53070","52300"
"Leaver CS","2021","London","Policy","Department for Digital, Culture, Media and Sport","60","60","[c]","[c]"
"Leaver CS","2021","London","Policy","Department for Education","100","90","50380","53420"
"Leaver CS","2021","London","Policy","Department for Environment, Food and Rural Affairs","110","110","37350","30990"
"Leaver CS","2021","London","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","HM Treasury","50","50","[c]","[c]"
"Leaver CS","2021","London","Policy","Home Office","50","50","[c]","[c]"
"Leaver CS","2021","London","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"Leaver CS","2021","London","Policy","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2021","London","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2021","London","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Science and Engineering","Department of Health and Social Care","80","80","38160","39130"
"Leaver CS","2021","London","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Social Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Cabinet Office","190","190","49750","43890"
"Leaver CS","2021","London","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Department for Transport","90","80","42450","35330"
"Leaver CS","2021","London","Unknown","Department for Work and Pensions","490","460","32330","31060"
"Leaver CS","2021","London","Unknown","Department of Health and Social Care","180","50","47760","40230"
"Leaver CS","2021","London","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Foreign, Commonwealth and Development Office","80","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","HM Revenue and Customs","600","530","[c]","[c]"
"Leaver CS","2021","London","Unknown","Home Office","240","220","37650","28620"
"Leaver CS","2021","London","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2021","London","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Home Office","30","20","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","Ministry of Justice","240","210","21100","19570"
"Leaver CS","2021","North East (England)","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Policy","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Department for Work and Pensions","480","400","25250","21010"
"Leaver CS","2021","North East (England)","Unknown","HM Revenue and Customs","660","520","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
