"Status","Year","Profession_of_post","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Inner London - East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Inner London - West","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","West Wales and The Valleys","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","East Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Inner London - East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Inner London - West","Analysis","70","70","42140","34690"
"Leaver Dept.","2021","Economics","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Inner London - West","Finance","70","70","52930","51970"
"Leaver Dept.","2021","Finance","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Kent","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Inner London - West","Human Resources","100","100","41710","36800"
"Leaver Dept.","2021","Human Resources","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Northumberland and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Merseyside","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outer London - East and North East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Northumberland and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","East Anglia","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","East Wales","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Inner London - West","No function","90","90","42090","38540"
"Leaver Dept.","2021","International Trade","Overseas","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Inner London - East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Merseyside","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Northumberland and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Shropshire and Staffordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","West Midlands","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Inner London - West","Legal","70","70","57800","56740"
"Leaver Dept.","2021","Legal","Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Cheshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Cumbria","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Cumbria","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Derbyshire and Nottinghamshire","No function","60","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Devon","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Devon","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Anglia","No function","[c]","[c]","[c]","[c]"
