"Status","Year","Responsibility_level","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Department for Work and Pensions","Undeclared","140","140","59470","56240"
"In post","2021","G6/G7","Department for Work and Pensions","Unknown","140","140","59220","57230"
"In post","2021","G6/G7","Department of Health and Social Care","Declared disabled","140","130","58490","55140"
"In post","2021","G6/G7","Department of Health and Social Care","Declared non-disabled","1670","1580","58230","54470"
"In post","2021","G6/G7","Department of Health and Social Care","Undeclared","170","160","58030","54940"
"In post","2021","G6/G7","Department of Health and Social Care","Unknown","1690","1640","58040","53830"
"In post","2021","G6/G7","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","ESTYN","Declared non-disabled","60","50","73750","74730"
"In post","2021","G6/G7","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Declared non-disabled","140","130","55640","55300"
"In post","2021","G6/G7","Food Standards Agency","Undeclared","70","70","57890","56130"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Declared disabled","250","240","59640","58030"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Declared non-disabled","2150","2100","60060","58470"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Undeclared","130","120","61270","60720"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Unknown","750","730","57910","56110"
"In post","2021","G6/G7","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","HM Land Registry","Declared non-disabled","190","170","63370","61260"
"In post","2021","G6/G7","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","HM Land Registry","Unknown","90","90","60280","59760"
"In post","2021","G6/G7","HM Revenue and Customs","Declared disabled","630","600","57230","53450"
"In post","2021","G6/G7","HM Revenue and Customs","Declared non-disabled","5210","5010","57190","52920"
"In post","2021","G6/G7","HM Revenue and Customs","Undeclared","470","450","58420","56740"
"In post","2021","G6/G7","HM Revenue and Customs","Unknown","1390","1350","57320","54990"
"In post","2021","G6/G7","HM Treasury","Declared disabled","90","90","58470","55690"
"In post","2021","G6/G7","HM Treasury","Declared non-disabled","780","760","58290","56050"
"In post","2021","G6/G7","HM Treasury","Undeclared","140","140","58430","56540"
"In post","2021","G6/G7","HM Treasury","Unknown","110","100","65790","61540"
"In post","2021","G6/G7","Home Office","Declared disabled","250","250","60650","57680"
"In post","2021","G6/G7","Home Office","Declared non-disabled","2710","2640","60920","57680"
"In post","2021","G6/G7","Home Office","Undeclared","170","170","61180","57740"
"In post","2021","G6/G7","Home Office","Unknown","230","230","59540","57430"
"In post","2021","G6/G7","Ministry of Defence","Declared disabled","520","500","56910","55080"
"In post","2021","G6/G7","Ministry of Defence","Declared non-disabled","4350","4200","57620","55830"
"In post","2021","G6/G7","Ministry of Defence","Undeclared","530","510","55320","54540"
"In post","2021","G6/G7","Ministry of Defence","Unknown","940","880","59480","56350"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Declared disabled","110","110","56860","53130"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Declared non-disabled","1070","1020","57350","54940"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Undeclared","70","70","57390","54730"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Unknown","160","150","56810","55050"
"In post","2021","G6/G7","Ministry of Justice","Declared disabled","250","240","62020","59970"
"In post","2021","G6/G7","Ministry of Justice","Declared non-disabled","2240","2180","62030","59900"
"In post","2021","G6/G7","Ministry of Justice","Undeclared","240","230","63760","60960"
"In post","2021","G6/G7","Ministry of Justice","Unknown","300","290","59600","58130"
"In post","2021","G6/G7","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","National Crime Agency","Declared non-disabled","170","170","65140","64410"
"In post","2021","G6/G7","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","National Crime Agency","Unknown","180","180","64220","60990"
"In post","2021","G6/G7","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office for Standards in Education","Declared disabled","40","40","[c]","[c]"
"In post","2021","G6/G7","Office for Standards in Education","Declared non-disabled","530","520","73380","75500"
"In post","2021","G6/G7","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","Declared non-disabled","380","370","60170","59160"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","Unknown","40","40","[c]","[c]"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Unknown","30","30","[c]","[c]"
"In post","2021","G6/G7","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Rail and Road","Declared non-disabled","160","150","62480","61880"
"In post","2021","G6/G7","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Declared non-disabled","130","130","55640","54700"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Unknown","130","130","52530","52500"
"In post","2021","G6/G7","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scottish Government","Declared disabled","210","200","61370","61010"
"In post","2021","G6/G7","Scottish Government","Declared non-disabled","1900","1820","62990","61010"
"In post","2021","G6/G7","Scottish Government","Undeclared","60","60","61880","61010"
"In post","2021","G6/G7","Scottish Government","Unknown","1080","1040","62130","61010"
"In post","2021","G6/G7","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","The National Archives","Declared non-disabled","60","60","52710","50290"
"In post","2021","G6/G7","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Export Finance","Declared non-disabled","120","120","67860","66690"
"In post","2021","G6/G7","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Declared disabled","70","60","53050","50790"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Declared non-disabled","580","560","53030","50090"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Unknown","270","270","52370","49120"
"In post","2021","G6/G7","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Water Services Regulation Authority","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","G6/G7","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Welsh Government","Declared disabled","50","40","[c]","[c]"
"In post","2021","G6/G7","Welsh Government","Declared non-disabled","910","880","61620","60830"
"In post","2021","G6/G7","Welsh Government","Undeclared","40","40","[c]","[c]"
"In post","2021","G6/G7","Welsh Government","Unknown","60","60","62560","60830"
"In post","2021","SCS","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Attorney General's Departments","Declared non-disabled","230","210","87400","82720"
"In post","2021","SCS","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Attorney General's Departments","Unknown","40","40","[c]","[c]"
"In post","2021","SCS","Cabinet Office","Declared disabled","50","40","[c]","[c]"
"In post","2021","SCS","Cabinet Office","Declared non-disabled","440","430","98070","91440"
"In post","2021","SCS","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Cabinet Office","Unknown","460","460","86880","72580"
"In post","2021","SCS","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Competition and Markets Authority","Declared non-disabled","90","90","107820","100770"
"In post","2021","SCS","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Declared non-disabled","320","310","82610","75150"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Declared non-disabled","100","90","85300","76320"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Education","Declared non-disabled","230","220","83190","74390"
"In post","2021","SCS","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Education","Unknown","30","30","[c]","[c]"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Declared non-disabled","170","170","83670","77240"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Unknown","40","40","[c]","[c]"
"In post","2021","SCS","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
