"Status","Year","Age","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","No function","50","50","47700","43710"
"Leaver CS","2021","50-59","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","No function","120","110","51150","44500"
"Leaver CS","2021","50-59","Registers of Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Royal Fleet Auxiliary","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Forestry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Forestry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","No function","60","60","34410","33650"
"Leaver CS","2021","50-59","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Submarine Delivery Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Hydrographic Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","No function","40","30","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","Property","60","60","31650","26500"
"Leaver CS","2021","50-59","Vehicle Certification Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Companies House","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Office and Procurator Fiscal Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Crown Prosecution Service","Legal","50","40","53840","55610"
"Leaver CS","2021","60-64","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Electronics and Components Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Project Delivery","70","70","41500","38980"
"Leaver CS","2021","60-64","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Development","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","860","670","27620","26890"
"Leaver CS","2021","60-64","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","No function","40","20","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","No function","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","ESTYN","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","Digital, Data & Technology","[c]","[c]","[c]","[c]"
