"Status","Year","Parent_department","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs","Analysis","Declared non-disabled","580","560","47080","40520"
"In post","2022","HM Revenue and Customs","Analysis","Undeclared","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Analysis","Unknown","100","100","41730","37930"
"In post","2022","HM Revenue and Customs","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","Declared non-disabled","100","100","38580","40180"
"In post","2022","HM Revenue and Customs","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","Unknown","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Communications","Declared disabled","300","290","30800","26820"
"In post","2022","HM Revenue and Customs","Communications","Declared non-disabled","2610","2520","31160","26820"
"In post","2022","HM Revenue and Customs","Communications","Undeclared","170","160","30650","26820"
"In post","2022","HM Revenue and Customs","Communications","Unknown","1560","1520","29210","26820"
"In post","2022","HM Revenue and Customs","Counter Fraud","Declared disabled","850","780","34810","33370"
"In post","2022","HM Revenue and Customs","Counter Fraud","Declared non-disabled","5880","5560","35840","33370"
"In post","2022","HM Revenue and Customs","Counter Fraud","Undeclared","590","550","37340","33370"
"In post","2022","HM Revenue and Customs","Counter Fraud","Unknown","2380","2260","32900","31020"
"In post","2022","HM Revenue and Customs","Debt","Declared disabled","410","360","24270","22080"
"In post","2022","HM Revenue and Customs","Debt","Declared non-disabled","2360","2140","24990","22080"
"In post","2022","HM Revenue and Customs","Debt","Undeclared","190","170","24530","22080"
"In post","2022","HM Revenue and Customs","Debt","Unknown","1330","1230","23220","21250"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Declared disabled","240","230","40290","35980"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Declared non-disabled","1810","1750","42480","40180"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Undeclared","170","170","40960","35980"
"In post","2022","HM Revenue and Customs","Digital, Data & Technology","Unknown","790","770","41130","37930"
"In post","2022","HM Revenue and Customs","Finance","Declared disabled","240","210","33710","28920"
"In post","2022","HM Revenue and Customs","Finance","Declared non-disabled","1720","1560","35630","33080"
"In post","2022","HM Revenue and Customs","Finance","Undeclared","150","130","34180","31020"
"In post","2022","HM Revenue and Customs","Finance","Unknown","660","600","32240","26590"
"In post","2022","HM Revenue and Customs","Human Resources","Declared disabled","220","200","37120","33370"
"In post","2022","HM Revenue and Customs","Human Resources","Declared non-disabled","1130","1060","38490","33370"
"In post","2022","HM Revenue and Customs","Human Resources","Undeclared","80","70","36470","33370"
"In post","2022","HM Revenue and Customs","Human Resources","Unknown","340","320","32510","28920"
"In post","2022","HM Revenue and Customs","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","Declared non-disabled","50","50","47270","43560"
"In post","2022","HM Revenue and Customs","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Declared disabled","140","130","38020","33370"
"In post","2022","HM Revenue and Customs","Legal","Declared non-disabled","780","740","44150","37930"
"In post","2022","HM Revenue and Customs","Legal","Undeclared","70","60","44910","39100"
"In post","2022","HM Revenue and Customs","Legal","Unknown","380","350","41050","33370"
"In post","2022","HM Revenue and Customs","No function","Declared disabled","3120","2770","30360","26820"
"In post","2022","HM Revenue and Customs","No function","Declared non-disabled","19070","17570","32070","28570"
"In post","2022","HM Revenue and Customs","No function","Undeclared","1450","1330","32940","28920"
"In post","2022","HM Revenue and Customs","No function","Unknown","10170","9290","27680","22080"
"In post","2022","HM Revenue and Customs","Project Delivery","Declared disabled","480","450","44810","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Declared non-disabled","3250","3110","46700","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Undeclared","260","240","44970","40520"
"In post","2022","HM Revenue and Customs","Project Delivery","Unknown","1070","1020","44480","40520"
"In post","2022","HM Revenue and Customs","Property","Declared disabled","280","260","34650","31000"
"In post","2022","HM Revenue and Customs","Property","Declared non-disabled","2380","2210","35930","31900"
"In post","2022","HM Revenue and Customs","Property","Undeclared","290","270","36750","32890"
"In post","2022","HM Revenue and Customs","Property","Unknown","790","760","29680","26030"
"In post","2022","HM Revenue and Customs","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","Declared non-disabled","110","110","43700","40520"
"In post","2022","HM Revenue and Customs","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","Unknown","50","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data & Technology","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2022","HM Treasury","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Declared non-disabled","80","80","49250","52500"
"In post","2022","HM Treasury","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Declared non-disabled","80","80","41840","39040"
"In post","2022","HM Treasury","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","Declared non-disabled","280","260","49310","47060"
"In post","2022","HM Treasury","Internal Audit","Undeclared","40","40","[c]","[c]"
"In post","2022","HM Treasury","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","No function","Declared disabled","190","180","45910","41590"
"In post","2022","HM Treasury","No function","Declared non-disabled","1300","1280","48870","52500"
"In post","2022","HM Treasury","No function","Undeclared","310","300","45030","41840"
"In post","2022","HM Treasury","No function","Unknown","50","50","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Declared disabled","3030","2810","32180","28650"
"In post","2022","Home Office","Unknown","Declared non-disabled","26120","24320","32690","28650"
"In post","2022","Home Office","Unknown","Undeclared","1660","1540","33300","29160"
"In post","2022","Home Office","Unknown","Unknown","5720","5560","32590","27370"
"In post","2022","Ministry of Defence","Analysis","Declared disabled","50","50","39980","38070"
"In post","2022","Ministry of Defence","Analysis","Declared non-disabled","710","680","40410","38070"
"In post","2022","Ministry of Defence","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Analysis","Unknown","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Commercial","Declared disabled","150","150","39300","39860"
"In post","2022","Ministry of Defence","Commercial","Declared non-disabled","1240","1200","38430","35000"
"In post","2022","Ministry of Defence","Commercial","Undeclared","120","120","39060","37700"
"In post","2022","Ministry of Defence","Commercial","Unknown","220","210","37340","34720"
"In post","2022","Ministry of Defence","Communications","Declared disabled","70","60","34460","32200"
"In post","2022","Ministry of Defence","Communications","Declared non-disabled","410","400","35760","33300"
