"Status","Year","Ethnicity","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","No function","60","60","34530","32910"
"Leaver Dept.","2021","Mixed","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","No function","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","No function","70","70","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","No function","160","160","20750","20430"
"Leaver Dept.","2021","Unknown","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","330","310","21310","21010"
"Leaver Dept.","2021","Unknown","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","No function","140","140","26940","26860"
"Leaver Dept.","2021","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","250","210","28120","27570"
"Leaver Dept.","2021","Unknown","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","No function","240","230","55660","54140"
"Leaver Dept.","2021","Unknown","G6/G7","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","220","140","56370","54650"
"Leaver Dept.","2021","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
