"Status","Year","Organisation","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Animal and Plant Health Agency","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","20-29","London","80","80","30700","26000"
"Leaver CS","2021","Cabinet Office (excl. agencies)","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","20-29","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","30-39","London","60","50","53050","55290"
"Leaver CS","2021","Cabinet Office (excl. agencies)","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","30-39","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","40-49","London","30","30","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","20-29","South West (England)","100","100","24840","24980"
"Leaver CS","2021","Defence Equipment and Support","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","30-39","South West (England)","50","50","35270","34000"
"Leaver CS","2021","Defence Equipment and Support","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","40-49","South West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","50-59","South West (England)","70","60","45200","41430"
"Leaver CS","2021","Defence Equipment and Support","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","60-64","South West (England)","60","60","46780","40550"
"Leaver CS","2021","Defence Equipment and Support","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","65+","South West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","20-29","South East (England)","50","50","20980","17180"
"Leaver CS","2021","Defence Science and Technology Laboratory","20-29","South West (England)","50","50","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","60-64","South East (England)","[c]","[c]","[c]","[c]"
