"Status","Year","Region_ITL1","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","North East (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Department for Work and Pensions","110","110","26970","21260"
"Leaver CS","2022","North East (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","HM Revenue and Customs","320","260","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Department for Work and Pensions","240","210","25630","25710"
"Leaver CS","2022","North West (England)","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Home Office","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Ministry of Justice","110","90","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Attorney General's Departments","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Department for Environment, Food and Rural Affairs","90","80","25480","21300"
"Leaver CS","2022","North West (England)","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Department for Work and Pensions","1080","940","27390","26370"
"Leaver CS","2022","North West (England)","Declared non-disabled","Department of Health and Social Care","80","70","41290","37190"
"Leaver CS","2022","North West (England)","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","HM Revenue and Customs","460","390","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Home Office","300","250","27140","24890"
"Leaver CS","2022","North West (England)","Declared non-disabled","Ministry of Defence","90","90","29150","26670"
"Leaver CS","2022","North West (England)","Declared non-disabled","Ministry of Justice","540","480","27430","21010"
"Leaver CS","2022","North West (England)","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Work and Pensions","60","60","26070","21260"
"Leaver CS","2022","North West (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Ministry of Justice","110","90","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Cabinet Office","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Education","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Work and Pensions","210","200","25820","21260"
"Leaver CS","2022","North West (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","HM Revenue and Customs","270","230","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Home Office","50","50","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Ministry of Justice","220","200","21340","20970"
"Leaver CS","2022","North West (England)","Unknown","National Crime Agency","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","HM Revenue and Customs","60","50","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Department for Work and Pensions","130","110","24940","22900"
"Leaver CS","2022","Scotland","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","HM Revenue and Customs","70","50","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Scottish Government","110","100","34320","35000"
"Leaver CS","2022","Scotland","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Department for Work and Pensions","570","480","25420","26120"
"Leaver CS","2022","Scotland","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","HM Revenue and Customs","430","360","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Home Office","60","50","27670","24890"
"Leaver CS","2022","Scotland","Declared non-disabled","Ministry of Defence","220","210","31230","27670"
"Leaver CS","2022","Scotland","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Office of Gas and Electricity Markets","70","70","33690","30950"
"Leaver CS","2022","Scotland","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Scottish Government","520","470","38300","31540"
"Leaver CS","2022","Scotland","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Department for Work and Pensions","90","90","24000","21260"
"Leaver CS","2022","Scotland","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","HM Revenue and Customs","270","240","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Ministry of Defence","80","70","31820","29040"
"Leaver CS","2022","Scotland","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Scottish Government","770","690","33620","30350"
"Leaver CS","2022","South East (England)","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Department for Work and Pensions","120","100","26940","27570"
"Leaver CS","2022","South East (England)","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Ministry of Defence","100","90","32270","26670"
"Leaver CS","2022","South East (England)","Declared disabled","Ministry of Justice","130","120","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Department for Environment, Food and Rural Affairs","100","90","33950","25440"
"Leaver CS","2022","South East (England)","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Department for Transport","100","90","38730","31040"
"Leaver CS","2022","South East (England)","Declared non-disabled","Department for Work and Pensions","560","500","27650","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","Department of Health and Social Care","70","60","47320","41210"
"Leaver CS","2022","South East (England)","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Foreign, Commonwealth and Development Office","60","50","40880","33390"
"Leaver CS","2022","South East (England)","Declared non-disabled","HM Revenue and Customs","90","80","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Home Office","120","90","30030","27370"
"Leaver CS","2022","South East (England)","Declared non-disabled","Ministry of Defence","680","640","31080","26670"
"Leaver CS","2022","South East (England)","Declared non-disabled","Ministry of Justice","900","850","25440","21180"
"Leaver CS","2022","South East (England)","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","UK Statistics Authority","130","100","26910","22960"
"Leaver CS","2022","South East (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Ministry of Defence","50","50","30980","26670"
"Leaver CS","2022","South East (England)","Undeclared","Ministry of Justice","130","110","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","UK Statistics Authority","60","50","27490","23620"
"Leaver CS","2022","South East (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Department for Transport","60","50","28070","26470"
"Leaver CS","2022","South East (England)","Unknown","Department for Work and Pensions","70","60","26130","27570"
"Leaver CS","2022","South East (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Ministry of Defence","180","170","28820","25000"
"Leaver CS","2022","South East (England)","Unknown","Ministry of Justice","340","320","20960","20670"
"Leaver CS","2022","South East (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","UK Statistics Authority","110","80","22180","19740"
"Leaver CS","2022","South West (England)","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
