"Status","Year","Sexual_orientation","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Teaching Regulation Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","40-49","60","50","55070","49530"
"Leaver CS","2022","Unknown","UK Health Security Agency","50-59","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","20-29","70","70","24230","22370"
"Leaver CS","2022","Unknown","UK Statistics Authority","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Attorney General's Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Attorney General's Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Attorney General's Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","20-29","290","290","33430","32000"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","30-39","200","200","46830","52500"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","40-49","90","90","53020","54540"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","50-59","50","50","51750","52630"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Companies House","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Companies House","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Companies House","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Companies House","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service Inspectorate","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service Inspectorate","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","20-29","110","100","25730","25690"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","30-39","80","80","34340","32610"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","40-49","60","60","41460","39820"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","130","120","37850","33640"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","100","90","49520","52300"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","50","40","55160","53600"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","20-29","50","50","36230","31460"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","30-39","50","50","48760","43550"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","20-29","220","210","28010","27570"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","30-39","230","220","29910","27570"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","40-49","240","230","30580","27570"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","50-59","160","160","33470","27570"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Forestry and Land Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Forestry and Land Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","20-29","100","100","23130","19930"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","30-39","90","90","24570","22570"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","20-29","70","70","[c]","[c]"
