"Status","Year","Function_of_post","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","North and North East Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","North Hampshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Nottingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Nottingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Nottingham","HM Revenue and Customs (excl. agencies)","210","210","26540","26590"
"New entrant CS","2022","Communications","Nottingham","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Oxfordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Peterborough","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Portsmouth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Sefton","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Sheffield","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Sheffield","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Shropshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Somerset CC","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","South and West Derbyshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Southampton","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Staffordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Suffolk CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Suffolk CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Swansea","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tower Hamlets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tower Hamlets","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tower Hamlets","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tyneside","HM Revenue and Customs (excl. agencies)","120","120","27890","26590"
"New entrant CS","2022","Communications","Tyneside","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Warrington","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Warwickshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","West Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","West Sussex (North East)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","West Sussex (South West)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Department of Health and Social Care (excl. agencies)","110","80","34870","27270"
"New entrant CS","2022","Communications","Westminster","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Westminster","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Wiltshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Wiltshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Wolverhampton","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","York","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","York","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Aberdeen City and Aberdeenshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Angus and Dundee City","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Barking & Dagenham and Havering","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Barnet","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Barnsley, Doncaster and Rotherham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Bedford","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Belfast","HM Revenue and Customs (excl. agencies)","50","50","27070","26590"
"New entrant CS","2022","Counter Fraud","Berkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Birmingham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Birmingham","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Birmingham","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Blackpool","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Bournemouth, Christchurch and Poole","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Bradford","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Bridgend and Neath Port Talbot","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Brighton and Hove","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Bristol, City of","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Bromley","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cambridgeshire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cardiff and Vale of Glamorgan","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cardiff and Vale of Glamorgan","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cardiff and Vale of Glamorgan","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Central Valleys","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cheshire East","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","City of Edinburgh","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","City of Edinburgh","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","City of Edinburgh","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Conwy and Denbighshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Coventry","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Croydon","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Devon CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Dudley","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Durham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","East Ayrshire and North Ayrshire mainland","Department for Work and Pensions (excl. agencies)","60","60","22220","21260"
"New entrant CS","2022","Counter Fraud","East Cumbria","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","East Kent","Department for Work and Pensions (excl. agencies)","60","60","25090","24250"
"New entrant CS","2022","Counter Fraud","East Kent","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","East Lancashire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","East Merseyside","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","East Riding of Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","East Sussex CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Essex Haven Gateway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Essex Thames Gateway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Falkirk","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Flintshire and Wrexham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
