"Status","Year","Function_of_post","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Counter Fraud","Nottingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Sheffield","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Sheffield","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Tower Hamlets","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Westminster","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Westminster","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Westminster","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Barnet","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Birmingham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Birmingham","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Birmingham","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Birmingham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Birmingham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Birmingham","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Bristol, City of","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Camden and City of London","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Central Valleys","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","City of Edinburgh","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Coventry","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Coventry","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Glasgow City","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Glasgow City","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Greater Manchester South West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heart of Essex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Hertfordshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Isle of Wight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Lambeth","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Leeds","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Leicestershire CC and Rutland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Mid Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Monmouthshire and Newport","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Monmouthshire and Newport","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Nottingham","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Nottingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Nottingham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Portsmouth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Sefton","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Somerset","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","South and West Derbyshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","South Hampshire","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","South Lanarkshire","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","South Lanarkshire","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Southampton","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Swansea","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Swansea","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Tower Hamlets","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Tower Hamlets","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Tower Hamlets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Tyneside","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Tyneside","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","West Sussex (South West)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Westminster","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Wiltshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Worcestershire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","York","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","York","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","York","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Barnsley, Doncaster and Rotherham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Belfast","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Berkshire","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Birmingham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Birmingham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Blackpool","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Bristol, City of","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Bristol, City of","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cardiff and Vale of Glamorgan","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cardiff and Vale of Glamorgan","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cardiff and Vale of Glamorgan","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cardiff and Vale of Glamorgan","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Central Hampshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","City of Edinburgh","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Coventry","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Devon CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Dorset CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Durham CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","East Kent","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Flintshire and Wrexham","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Gloucestershire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Hackney and Newham","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Hertfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Hertfordshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Kent Thames Gateway","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Lancaster and Wyre","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Lancaster and Wyre","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Leeds","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Leeds","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Leeds","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Liverpool","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Medway","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Mid Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Monmouthshire and Newport","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Monmouthshire and Newport","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Nottingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Plymouth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","South and West Derbyshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","South Lanarkshire","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Southampton","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Staffordshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Stoke-on-Trent","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Suffolk","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Swansea","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Swansea","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Tower Hamlets","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Tower Hamlets","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Tyneside","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Warrington","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Warwickshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","West Kent","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Wiltshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","York","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","York","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Berkshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Bristol, City of","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Cambridgeshire CC","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Cheshire East","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Devon CC","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","East Cumbria","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Peterborough","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Tyneside","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","West Cumbria","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Worcestershire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","York","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Birmingham","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Birmingham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Blackburn with Darwen","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bristol, City of","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bristol, City of","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bristol, City of","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bristol, City of","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Bristol, City of","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Buckinghamshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cambridgeshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cambridgeshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cardiff and Vale of Glamorgan","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cardiff and Vale of Glamorgan","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cardiff and Vale of Glamorgan","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Central Hampshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Central Valleys","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Chorley and West Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","City of Edinburgh","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","City of Edinburgh","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Croydon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Dorset CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Durham CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","East Surrey","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Essex Haven Gateway","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Essex Haven Gateway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Glasgow City","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Greater Manchester South East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Greater Manchester South West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Greater Manchester South West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Hertfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Kingston upon Hull, City of","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Lambeth","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Lancaster and Wyre","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Leeds","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Leeds","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Leeds","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Leicestershire CC and Rutland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Lewisham and Southwark","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Liverpool","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
