"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Courts and Tribunals Service","Scottish Government","40","40","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Government (excl. agencies)","Scottish Government","90","80","54260","47490"
"Leaver CS","2022","60-64","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Prison Service","Scottish Government","70","50","34730","35000"
"Leaver CS","2022","60-64","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","UK Statistics Authority","60","40","26770","19980"
"Leaver CS","2022","60-64","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Welsh Government","60","50","55260","47000"
"Leaver CS","2022","60-64","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Attorney General's Departments","40","30","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Ministry of Defence","100","80","33690","31190"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1180","820","25740","26120"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Department for Transport","40","30","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Department for Transport","100","70","28080","26830"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Courts and Tribunals Service","Ministry of Justice","250","180","22510","20970"
"Leaver CS","2022","65+","HM Land Registry","HM Land Registry","50","30","34500","27170"
"Leaver CS","2022","65+","HM Prison and Probation Service","Ministry of Justice","560","400","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","660","460","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Home Office","260","180","28060","25630"
"Leaver CS","2022","65+","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","610","550","29470","26510"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Department of Health and Social Care","60","50","42440","36690"
"Leaver CS","2022","65+","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Government (excl. agencies)","Scottish Government","50","40","[c]","[c]"
"Leaver CS","2022","65+","Scottish Prison Service","Scottish Government","30","20","[c]","[c]"
"Leaver CS","2022","65+","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Department of Health and Social Care","30","20","[c]","[c]"
"Leaver CS","2022","65+","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","UK Statistics Authority","80","50","23990","20350"
"Leaver CS","2022","65+","Valuation Office Agency","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","65+","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Welsh Government","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","750","750","32910","32000"
"Leaver Dept.","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","Attorney General's Departments","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Defence Equipment and Support","Ministry of Defence","140","140","25920","25950"
"Leaver Dept.","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","200","180","38410","33640"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","90","90","38080","32620"
"Leaver Dept.","2021","20-29","Department for Education (excl. agencies)","Department for Education","80","80","35660","33610"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","180","180","35370","33190"
"Leaver Dept.","2021","20-29","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Department for International Trade","130","130","35490","32120"
"Leaver Dept.","2021","20-29","Department for Transport (excl. agencies)","Department for Transport","90","90","37700","34710"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","360","360","27970","27570"
"Leaver Dept.","2021","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","90","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Ministry of Justice","130","130","22900","19930"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Ministry of Justice","100","100","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","560","550","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","HM Treasury","60","60","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Home Office","350","340","30840","28670"
"Leaver Dept.","2021","20-29","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","120","120","34740","33150"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","160","160","33400","32560"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","130","130","34330","31000"
"Leaver Dept.","2021","20-29","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of the Public Guardian","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","70","60","[c]","[c]"
"Leaver Dept.","2021","20-29","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","390","390","44900","39380"
"Leaver Dept.","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Ministry of Defence","110","100","34820","33010"
"Leaver Dept.","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","160","140","48560","52300"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","80","80","48730","49720"
"Leaver Dept.","2021","30-39","Department for Education (excl. agencies)","Department for Education","70","70","44560","44750"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","120","120","42830","38560"
"Leaver Dept.","2021","30-39","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Department for International Trade","70","70","46230","50700"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","80","80","47900","43550"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","360","340","30200","27570"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","50","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","90","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Attorney General's Departments","30","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","120","110","25620","22570"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Ministry of Justice","140","130","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","490","480","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Home Office","350","330","35000","29860"
"Leaver Dept.","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
