"Status","Year","Sex","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Commercial","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
