"Status","Year","Sex","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","West Central Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","West Midlands","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","40-49","West Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Inner London - West","140","130","56350","53870"
"Leaver Dept.","2021","Male","50-59","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Inner London - West","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Derbyshire and Nottinghamshire","90","90","25520","24000"
"Leaver Dept.","2022","Female","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","East Anglia","60","50","26470","25010"
"Leaver Dept.","2022","Female","20-29","East Wales","90","90","29460","27570"
"Leaver Dept.","2022","Female","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Eastern Scotland","80","80","26100","27020"
"Leaver Dept.","2022","Female","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","300","290","25930","24410"
"Leaver Dept.","2022","Female","20-29","Greater Manchester","180","180","25580","24100"
"Leaver Dept.","2022","Female","20-29","Hampshire and Isle of Wight","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Inner London - East","390","380","32620","32330"
"Leaver Dept.","2022","Female","20-29","Inner London - West","1480","1270","35430","33570"
"Leaver Dept.","2022","Female","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Merseyside","110","100","25570","24890"
"Leaver Dept.","2022","Female","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Northumberland, and Tyne and Wear","120","120","25070","23850"
"Leaver Dept.","2022","Female","20-29","Outer London - East and North East","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Outer London - South","70","70","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Outer London - West and North West","220","200","29840","27620"
"Leaver Dept.","2022","Female","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","South Yorkshire","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Tees Valley and Durham","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Unknown","170","130","32240","32000"
"Leaver Dept.","2022","Female","20-29","West Central Scotland","90","90","25600","24890"
"Leaver Dept.","2022","Female","20-29","West Midlands","160","160","24800","23700"
"Leaver Dept.","2022","Female","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","West Yorkshire","170","120","28860","27570"
"Leaver Dept.","2022","Female","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Berkshire, Buckinghamshire and Oxfordshire","60","50","41070","38200"
"Leaver Dept.","2022","Female","30-39","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Derbyshire and Nottinghamshire","80","70","31140","27570"
"Leaver Dept.","2022","Female","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","East Anglia","60","60","33060","30760"
"Leaver Dept.","2022","Female","30-39","East Wales","110","110","34060","29870"
"Leaver Dept.","2022","Female","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Eastern Scotland","80","80","28570","27570"
"Leaver Dept.","2022","Female","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","310","290","34320","32320"
"Leaver Dept.","2022","Female","30-39","Greater Manchester","160","150","32030","27570"
"Leaver Dept.","2022","Female","30-39","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Inner London - East","440","410","42660","40070"
"Leaver Dept.","2022","Female","30-39","Inner London - West","1020","830","47540","46030"
"Leaver Dept.","2022","Female","30-39","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Lancashire","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Merseyside","110","110","28740","25110"
"Leaver Dept.","2022","Female","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","North Yorkshire","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Northumberland, and Tyne and Wear","130","120","30200","27570"
"Leaver Dept.","2022","Female","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Outer London - South","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Outer London - West and North West","210","190","37460","33950"
"Leaver Dept.","2022","Female","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","South Yorkshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Unknown","120","90","39600","32180"
"Leaver Dept.","2022","Female","30-39","West Central Scotland","90","90","29220","27570"
"Leaver Dept.","2022","Female","30-39","West Midlands","170","160","30640","27570"
"Leaver Dept.","2022","Female","30-39","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","West Yorkshire","160","120","34640","30870"
"Leaver Dept.","2022","Female","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Berkshire, Buckinghamshire and Oxfordshire","80","70","44160","40580"
"Leaver Dept.","2022","Female","40-49","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Derbyshire and Nottinghamshire","90","80","36100","31990"
"Leaver Dept.","2022","Female","40-49","Devon","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","East Anglia","70","60","41360","34530"
"Leaver Dept.","2022","Female","40-49","East Wales","70","60","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Eastern Scotland","80","70","33250","27570"
"Leaver Dept.","2022","Female","40-49","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","270","250","40190","37910"
"Leaver Dept.","2022","Female","40-49","Greater Manchester","130","110","36420","31780"
"Leaver Dept.","2022","Female","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Inner London - East","370","330","48180","47130"
"Leaver Dept.","2022","Female","40-49","Inner London - West","560","440","55150","54700"
"Leaver Dept.","2022","Female","40-49","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Lancashire","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Merseyside","100","90","33970","27980"
"Leaver Dept.","2022","Female","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Northumberland, and Tyne and Wear","120","110","34320","27570"
"Leaver Dept.","2022","Female","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Outer London - South","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Outer London - West and North West","190","180","47490","41950"
"Leaver Dept.","2022","Female","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","South Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Unknown","90","50","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","West Central Scotland","80","80","30050","27570"
"Leaver Dept.","2022","Female","40-49","West Midlands","180","160","35010","29730"
"Leaver Dept.","2022","Female","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","West Yorkshire","160","100","38690","32790"
"Leaver Dept.","2022","Female","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Berkshire, Buckinghamshire and Oxfordshire","60","50","42230","40060"
"Leaver Dept.","2022","Female","50-59","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Derbyshire and Nottinghamshire","50","50","42030","36330"
"Leaver Dept.","2022","Female","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","East Anglia","60","60","42950","38200"
"Leaver Dept.","2022","Female","50-59","East Wales","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Eastern Scotland","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","180","160","41890","39650"
"Leaver Dept.","2022","Female","50-59","Greater Manchester","100","90","37500","31250"
"Leaver Dept.","2022","Female","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Inner London - East","300","270","53720","46000"
"Leaver Dept.","2022","Female","50-59","Inner London - West","280","200","53850","53250"
"Leaver Dept.","2022","Female","50-59","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Lancashire","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Merseyside","70","70","34040","27570"
"Leaver Dept.","2022","Female","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Northumberland, and Tyne and Wear","80","80","35800","27570"
"Leaver Dept.","2022","Female","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Outer London - West and North West","160","140","42980","40060"
"Leaver Dept.","2022","Female","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","West Central Scotland","70","60","30360","27570"
"Leaver Dept.","2022","Female","50-59","West Midlands","100","90","40980","32560"
"Leaver Dept.","2022","Female","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","West Yorkshire","130","70","39600","33160"
"Leaver Dept.","2022","Female","60-64","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Cumbria","[c]","[c]","[c]","[c]"
