"Status","Year","Age","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Inner London - West","No function","280","260","51160","49190"
"Leaver CS","2022","50-59","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inner London - West","Unknown","110","80","54590","48140"
"Leaver CS","2022","50-59","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Kent","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Kent","No function","110","100","36990","29290"
"Leaver CS","2022","50-59","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Kent","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Kent","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","50-59","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lancashire","No function","150","130","25680","22600"
"Leaver CS","2022","50-59","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lancashire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lancashire","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","50-59","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Leicestershire, Rutland and Northamptonshire","No function","110","100","33610","27570"
"Leaver CS","2022","50-59","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Leicestershire, Rutland and Northamptonshire","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","No function","40","30","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","No function","100","90","30930","27570"
"Leaver CS","2022","50-59","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Merseyside","Unknown","140","120","26920","24890"
"Leaver CS","2022","50-59","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","No function","30","30","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","No function","130","120","32510","23940"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northumberland, and Tyne and Wear","Unknown","170","140","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - East and North East","No function","50","50","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - South","No function","40","40","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - South","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - South","Unknown","70","60","41780","31170"
"Leaver CS","2022","50-59","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - West and North West","No function","70","60","31900","31060"
"Leaver CS","2022","50-59","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outer London - West and North West","Unknown","60","40","34500","34630"
"Leaver CS","2022","50-59","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","No function","90","70","28870","27570"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Shropshire and Staffordshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","No function","80","70","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South Yorkshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","No function","40","30","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Southern Scotland","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","50-59","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Surrey, East and West Sussex","No function","160","150","32390","27570"
"Leaver CS","2022","50-59","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Surrey, East and West Sussex","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","50-59","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tees Valley and Durham","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tees Valley and Durham","No function","100","90","[c]","[c]"
"Leaver CS","2022","50-59","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","90","80","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","No function","100","90","29260","27570"
"Leaver CS","2022","50-59","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Security","40","40","[c]","[c]"
"Leaver CS","2022","50-59","West Central Scotland","Unknown","100","90","33870","27570"
"Leaver CS","2022","50-59","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","No function","170","150","39310","27570"
"Leaver CS","2022","50-59","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","50-59","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Wales and The Valleys","No function","80","70","27020","22300"
"Leaver CS","2022","50-59","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","No function","210","190","32010","27570"
"Leaver CS","2022","50-59","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Yorkshire","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","No function","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","No function","50","40","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Berkshire, Buckinghamshire and Oxfordshire","Unknown","60","60","28910","20970"
"Leaver CS","2022","60-64","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cheshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cheshire","No function","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cumbria","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cumbria","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","No function","90","70","32850","27570"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Derbyshire and Nottinghamshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","No function","60","50","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Dorset and Somerset","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Dorset and Somerset","No function","60","50","[c]","[c]"
"Leaver CS","2022","60-64","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","No function","120","100","32770","27570"
"Leaver CS","2022","60-64","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Anglia","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Analysis","[c]","[c]","[c]","[c]"
