"Status","Year","Region_ITL2","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Unknown","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","No function","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","East Wales","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","No function","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","East Wales","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Unknown","AA/AO","90","90","[c]","[c]"
"Leaver Dept.","2021","East Wales","Unknown","EO","70","70","[c]","[c]"
"Leaver Dept.","2021","East Wales","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Unknown","AA/AO","60","60","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Unknown","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","No function","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","No function","Unknown","[c]","[c]","[c]","[c]"
