"Status","Year","Region_ITL2","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Southern Scotland","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","UK Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Animal and Plant Health Agency","No function","60","50","31140","24370"
"Leaver CS","2022","Surrey, East and West Sussex","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","No function","260","230","26020","27570"
"Leaver CS","2022","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","HM Courts and Tribunals Service","No function","60","50","23960","20970"
"Leaver CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","No function","300","280","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Home Office","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Public Health England","No function","40","30","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","UK Health Security Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Wilton Park","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","No function","130","100","25570","21260"
"Leaver CS","2022","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Land Registry","No function","40","30","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Prison and Probation Service","No function","280","250","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Treasury (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","HM Treasury (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Home Office","Unknown","60","40","23300","21680"
"Leaver CS","2022","Tees Valley and Durham","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","National Savings and Investments","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Valuation Office Agency","Property","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Equipment and Support","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","No function","50","50","27280","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","No function","330","270","21710","21840"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","No function","220","190","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Unknown","240","240","36010","33270"
"Leaver CS","2022","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Crown Office and Procurator Fiscal Service","No function","30","30","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Defence Equipment and Support","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Department for Work and Pensions (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Department for Work and Pensions (excl. agencies)","No function","240","200","24460","21260"
"Leaver CS","2022","West Central Scotland","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Department for Work and Pensions (excl. agencies)","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","Unknown","200","160","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Home Office","Unknown","60","50","26910","24880"
"Leaver CS","2022","West Central Scotland","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Defence (excl. agencies)","Security","80","70","35920","39070"
"Leaver CS","2022","West Central Scotland","Ministry of Defence (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","National Savings and Investments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Gas and Electricity Markets","No function","50","50","31010","24650"
"Leaver CS","2022","West Central Scotland","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Registers of Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Courts and Tribunals Service","No function","30","30","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Government (excl. agencies)","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Prison Service","No function","100","90","31770","35000"
"Leaver CS","2022","West Central Scotland","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Crown Prosecution Service","Legal","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Work and Pensions (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Work and Pensions (excl. agencies)","No function","260","220","26090","27570"
"Leaver CS","2022","West Midlands","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Department for Work and Pensions (excl. agencies)","Unknown","80","70","24710","27570"
"Leaver CS","2022","West Midlands","Department of Health and Social Care (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Education and Skills Funding Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
