"Status","Year","Region_ITL2","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Security","60","60","33480","33300"
"In post","2021","Unknown","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","900","840","30410","27570"
"In post","2021","Unknown","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","160","150","31370","27370"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","No function","100","90","44710","43850"
"In post","2021","Unknown","Royal Fleet Auxiliary","Unknown","1830","1830","37620","34460"
"In post","2021","West Central Scotland","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Advisory, Conciliation and Arbitration Service","No function","90","80","29490","26380"
"In post","2021","West Central Scotland","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Criminal Injuries Compensation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Criminal Injuries Compensation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Criminal Injuries Compensation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Criminal Injuries Compensation Authority","No function","290","270","25500","22570"
"In post","2021","West Central Scotland","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Crown Office and Procurator Fiscal Service","Legal","230","220","55060","55850"
"In post","2021","West Central Scotland","Crown Office and Procurator Fiscal Service","No function","560","510","26820","22220"
"In post","2021","West Central Scotland","Defence Equipment and Support","Commercial","40","40","[c]","[c]"
"In post","2021","West Central Scotland","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Defence Equipment and Support","Project Delivery","140","130","31080","27850"
"In post","2021","West Central Scotland","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Department for Work and Pensions (excl. agencies)","Unknown","3970","3470","24920","26120"
"In post","2021","West Central Scotland","Disclosure Scotland","Unknown","310","290","28110","23170"
"In post","2021","West Central Scotland","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Driver and Vehicle Standards Agency","No function","80","80","28840","26780"
"In post","2021","West Central Scotland","Education Scotland","Unknown","190","180","56180","61010"
"In post","2021","West Central Scotland","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Forestry and Land Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Health and Safety Executive","No function","70","60","43660","45100"
"In post","2021","West Central Scotland","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","HM Courts and Tribunals Service","No function","190","170","21700","20650"
"In post","2021","West Central Scotland","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Counter Fraud","530","480","30530","28130"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Debt","520","440","22370","20140"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Finance","520","420","23030","21400"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Human Resources","170","150","28110","25560"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Legal","50","50","35260","32130"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","No function","1190","1100","28910","25560"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Project Delivery","100","90","39580","38630"
"In post","2021","West Central Scotland","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Home Office (incl. agencies)","Unknown","810","750","26910","24890"
"In post","2021","West Central Scotland","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Maritime and Coastguard Agency","No function","40","40","[c]","[c]"
"In post","2021","West Central Scotland","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Commercial","100","100","33670","33300"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Human Resources","430","400","24000","21580"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Project Delivery","90","90","41040","40580"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Property","70","70","24720","20920"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Security","1070","1040","30460","26750"
"In post","2021","West Central Scotland","Ministry of Defence (excl. agencies)","Unknown","470","450","29960","22570"
"In post","2021","West Central Scotland","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","National Crime Agency","No function","50","50","37410","36410"
"In post","2021","West Central Scotland","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","National Savings and Investments","No function","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","No function","400","400","33680","30950"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
