"Status","Year","Ethnicity","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Unknown","Inner London - West","230","220","44600","39960"
"In post","2021","Undeclared","Unknown","Kent","80","70","31050","29290"
"In post","2021","Undeclared","Unknown","Lancashire","180","150","27670","27570"
"In post","2021","Undeclared","Unknown","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Merseyside","150","130","27760","27570"
"In post","2021","Undeclared","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Northumberland and Tyne and Wear","220","190","26840","21440"
"In post","2021","Undeclared","Unknown","Outer London - East and North East","70","70","29610","31060"
"In post","2021","Undeclared","Unknown","Outer London - South","50","50","[c]","[c]"
"In post","2021","Undeclared","Unknown","Outer London - West and North West","100","90","37450","31880"
"In post","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Shropshire and Staffordshire","40","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","South Yorkshire","80","70","30630","27570"
"In post","2021","Undeclared","Unknown","Southern Scotland","50","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Surrey, East and West Sussex","80","70","30210","27570"
"In post","2021","Undeclared","Unknown","Tees Valley and Durham","40","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","West Central Scotland","230","200","29420","27570"
"In post","2021","Undeclared","Unknown","West Midlands","230","200","30150","27570"
"In post","2021","Undeclared","Unknown","West Wales and The Valleys","100","90","25410","21590"
"In post","2021","Undeclared","Unknown","West Yorkshire","160","130","29640","27570"
"In post","2021","Unknown","Heterosexual / straight","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","60","60","32770","31190"
"In post","2021","Unknown","Heterosexual / straight","Cheshire","30","30","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Derbyshire and Nottinghamshire","110","100","31010","27380"
"In post","2021","Unknown","Heterosexual / straight","Devon","40","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Dorset and Somerset","50","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","East Anglia","100","90","30740","27570"
"In post","2021","Unknown","Heterosexual / straight","East Wales","140","130","29800","26800"
"In post","2021","Unknown","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Eastern Scotland","100","90","32670","27570"
"In post","2021","Unknown","Heterosexual / straight","Essex","50","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","34500","31020"
"In post","2021","Unknown","Heterosexual / straight","Greater Manchester","110","100","32020","30870"
"In post","2021","Unknown","Heterosexual / straight","Hampshire and Isle of Wight","80","70","27640","25400"
"In post","2021","Unknown","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Inner London - East","140","130","45260","36720"
"In post","2021","Unknown","Heterosexual / straight","Inner London - West","420","410","46740","40950"
"In post","2021","Unknown","Heterosexual / straight","Kent","50","50","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Lancashire","100","90","26910","26060"
"In post","2021","Unknown","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","50","50","27440","26800"
"In post","2021","Unknown","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Merseyside","150","140","31120","27570"
"In post","2021","Unknown","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Northumberland and Tyne and Wear","180","150","27820","21950"
"In post","2021","Unknown","Heterosexual / straight","Outer London - East and North East","60","50","31400","31060"
"In post","2021","Unknown","Heterosexual / straight","Outer London - South","60","50","42440","35050"
"In post","2021","Unknown","Heterosexual / straight","Outer London - West and North West","70","70","32540","31060"
"In post","2021","Unknown","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Shropshire and Staffordshire","60","60","30320","26810"
"In post","2021","Unknown","Heterosexual / straight","South Yorkshire","50","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Southern Scotland","50","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Surrey, East and West Sussex","70","70","31180","29810"
"In post","2021","Unknown","Heterosexual / straight","Tees Valley and Durham","60","50","26350","25400"
"In post","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","West Central Scotland","100","90","29600","26160"
"In post","2021","Unknown","Heterosexual / straight","West Midlands","150","130","31360","27570"
"In post","2021","Unknown","Heterosexual / straight","West Wales and The Valleys","120","110","29010","21590"
"In post","2021","Unknown","Heterosexual / straight","West Yorkshire","130","120","29870","27570"
"In post","2021","Unknown","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Inner London - West","50","50","[c]","[c]"
"In post","2021","Unknown","LGBO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Derbyshire and Nottinghamshire","70","70","33080","30950"
"In post","2021","Unknown","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East Anglia","50","50","28600","28130"
"In post","2021","Unknown","Undeclared","East Wales","60","50","31030","28130"
"In post","2021","Unknown","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Eastern Scotland","1050","970","28790","26550"
"In post","2021","Unknown","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","37990","35480"
"In post","2021","Unknown","Undeclared","Greater Manchester","60","60","31170","27470"
"In post","2021","Unknown","Undeclared","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Highlands and Islands","80","70","26480","22820"
"In post","2021","Unknown","Undeclared","Inner London - East","50","50","40060","34940"
"In post","2021","Unknown","Undeclared","Inner London - West","230","220","45220","40960"
"In post","2021","Unknown","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Lancashire","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Merseyside","50","50","27840","26200"
"In post","2021","Unknown","Undeclared","North Eastern Scotland","80","70","25520","22820"
"In post","2021","Unknown","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Northumberland and Tyne and Wear","60","50","26740","22080"
"In post","2021","Unknown","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Outer London - South","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South Yorkshire","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Southern Scotland","160","140","24860","22820"
"In post","2021","Unknown","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Central Scotland","370","320","27560","22820"
"In post","2021","Unknown","Undeclared","West Midlands","50","50","31780","25560"
"In post","2021","Unknown","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Yorkshire","60","50","28830","25970"
"In post","2021","Unknown","Unknown","Bedfordshire and Hertfordshire","350","330","29410","27850"
"In post","2021","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","1020","980","31230","27850"
"In post","2021","Unknown","Unknown","Cheshire","370","360","29720","27570"
"In post","2021","Unknown","Unknown","Cornwall and Isles of Scilly","150","140","26910","22640"
"In post","2021","Unknown","Unknown","Cumbria","310","290","25670","21050"
"In post","2021","Unknown","Unknown","Derbyshire and Nottinghamshire","1610","1530","28160","25560"
"In post","2021","Unknown","Unknown","Devon","1040","960","29260","26120"
"In post","2021","Unknown","Unknown","Dorset and Somerset","460","430","29530","26740"
"In post","2021","Unknown","Unknown","East Anglia","940","900","28780","26270"
"In post","2021","Unknown","Unknown","East Wales","2840","2700","28950","25560"
"In post","2021","Unknown","Unknown","East Yorkshire and Northern Lincolnshire","360","340","25640","24880"
"In post","2021","Unknown","Unknown","Eastern Scotland","3830","3620","31550","28130"
"In post","2021","Unknown","Unknown","Essex","510","480","29230","26240"
"In post","2021","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","2210","2110","33950","29360"
"In post","2021","Unknown","Unknown","Greater Manchester","2610","2510","29150","25560"
"In post","2021","Unknown","Unknown","Hampshire and Isle of Wight","1390","1260","30610","26670"
"In post","2021","Unknown","Unknown","Herefordshire, Worcestershire and Warwickshire","330","310","26190","24440"
"In post","2021","Unknown","Unknown","Highlands and Islands","150","140","28550","26590"
"In post","2021","Unknown","Unknown","Inner London - East","1800","1730","39880","34140"
"In post","2021","Unknown","Unknown","Inner London - West","10410","10220","45340","39500"
"In post","2021","Unknown","Unknown","Kent","660","630","28270","27850"
"In post","2021","Unknown","Unknown","Lancashire","1290","1190","26410","23440"
"In post","2021","Unknown","Unknown","Leicestershire, Rutland and Northamptonshire","670","620","25120","22850"
"In post","2021","Unknown","Unknown","Lincolnshire","140","130","27530","26300"
"In post","2021","Unknown","Unknown","Merseyside","2090","1940","26950","22350"
"In post","2021","Unknown","Unknown","North Eastern Scotland","330","310","33260","30650"
"In post","2021","Unknown","Unknown","North Yorkshire","520","490","29950","26350"
"In post","2021","Unknown","Unknown","Northern Ireland","620","590","25720","21440"
