"Status","Year","Ethnicity","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","60","60","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Devon","50","40","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","East Anglia","70","60","33940","27570"
"Leaver CS","2022","White","Undeclared","East Wales","60","50","[c]","[c]"
"Leaver CS","2022","White","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Eastern Scotland","40","30","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","130","110","36670","33840"
"Leaver CS","2022","White","Undeclared","Greater Manchester","60","50","30380","27370"
"Leaver CS","2022","White","Undeclared","Hampshire and Isle of Wight","60","50","30120","27570"
"Leaver CS","2022","White","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Inner London - East","110","100","47480","40070"
"Leaver CS","2022","White","Undeclared","Inner London - West","160","150","46890","42320"
"Leaver CS","2022","White","Undeclared","Kent","40","30","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Lancashire","40","30","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Merseyside","50","40","28160","26130"
"Leaver CS","2022","White","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Outer London - South","30","30","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Outer London - West and North West","40","40","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Shropshire and Staffordshire","40","30","[c]","[c]"
"Leaver CS","2022","White","Undeclared","South Yorkshire","40","30","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Surrey, East and West Sussex","50","40","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Undeclared","Unknown","80","60","23560","21840"
"Leaver CS","2022","White","Undeclared","West Central Scotland","60","60","30240","22780"
"Leaver CS","2022","White","Undeclared","West Midlands","60","50","32310","27570"
"Leaver CS","2022","White","Undeclared","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver CS","2022","White","Undeclared","West Yorkshire","70","60","28940","25080"
"Leaver CS","2022","White","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Berkshire, Buckinghamshire and Oxfordshire","60","50","[c]","[c]"
"Leaver CS","2022","White","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Derbyshire and Nottinghamshire","130","110","[c]","[c]"
"Leaver CS","2022","White","Unknown","Devon","40","20","[c]","[c]"
"Leaver CS","2022","White","Unknown","Dorset and Somerset","40","30","[c]","[c]"
"Leaver CS","2022","White","Unknown","East Anglia","130","110","34930","29270"
"Leaver CS","2022","White","Unknown","East Wales","270","220","29200","23050"
"Leaver CS","2022","White","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Eastern Scotland","370","320","34920","29090"
"Leaver CS","2022","White","Unknown","Essex","70","50","[c]","[c]"
"Leaver CS","2022","White","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","35690","32710"
"Leaver CS","2022","White","Unknown","Greater Manchester","270","220","27000","24300"
"Leaver CS","2022","White","Unknown","Hampshire and Isle of Wight","150","120","36760","30140"
"Leaver CS","2022","White","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Highlands and Islands","40","30","[c]","[c]"
"Leaver CS","2022","White","Unknown","Inner London - East","250","230","58680","54080"
"Leaver CS","2022","White","Unknown","Inner London - West","250","130","51990","49700"
"Leaver CS","2022","White","Unknown","Kent","30","30","[c]","[c]"
"Leaver CS","2022","White","Unknown","Lancashire","160","130","27220","27130"
"Leaver CS","2022","White","Unknown","Leicestershire, Rutland and Northamptonshire","80","60","[c]","[c]"
"Leaver CS","2022","White","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Merseyside","290","230","31770","27570"
"Leaver CS","2022","White","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Northern Ireland","80","60","[c]","[c]"
"Leaver CS","2022","White","Unknown","Northumberland, and Tyne and Wear","550","430","29170","26120"
"Leaver CS","2022","White","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Outer London - South","50","50","[c]","[c]"
"Leaver CS","2022","White","Unknown","Outer London - West and North West","30","30","[c]","[c]"
"Leaver CS","2022","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Shropshire and Staffordshire","90","70","[c]","[c]"
"Leaver CS","2022","White","Unknown","South Yorkshire","30","20","[c]","[c]"
"Leaver CS","2022","White","Unknown","Southern Scotland","180","140","[c]","[c]"
"Leaver CS","2022","White","Unknown","Surrey, East and West Sussex","60","40","[c]","[c]"
"Leaver CS","2022","White","Unknown","Tees Valley and Durham","90","70","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","West Central Scotland","220","170","33460","26120"
"Leaver CS","2022","White","Unknown","West Midlands","200","160","43450","34290"
"Leaver CS","2022","White","Unknown","West Wales and The Valleys","50","30","[c]","[c]"
"Leaver CS","2022","White","Unknown","West Yorkshire","270","210","33350","27570"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Greater Manchester","30","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Inner London - East","40","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Inner London - West","330","310","39930","34640"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","West Midlands","70","70","24080","21950"
"Leaver Dept.","2021","Asian","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Inner London - West","50","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","West Midlands","30","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Inner London - West","180","180","37890","34640"
"Leaver Dept.","2021","Black","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","East Wales","[c]","[c]","[c]","[c]"
