"Status","Year","Parent_department","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Foreign and Commonwealth Office (excl. agencies)","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","Foreign and Commonwealth Office (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","Foreign, Commonwealth and Development Office (excl. agencies)","120","40","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","HM Revenue and Customs (excl. agencies)","160","150","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","HM Revenue and Customs (excl. agencies)","610","590","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Valuation Office Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","HM Revenue and Customs (excl. agencies)","740","710","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","Valuation Office Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","HM Treasury (excl. agencies)","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","Home Office (incl. agencies)","140","130","34350","31450"
"Leaver Dept.","2021","Home Office","Black","Home Office (incl. agencies)","60","50","32870","28670"
"Leaver Dept.","2021","Home Office","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","Home Office (incl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Home Office (incl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Home Office (incl. agencies)","80","70","[c]","[c]"
"Leaver Dept.","2021","Home Office","White","Home Office (incl. agencies)","710","680","35910","29860"
"Leaver Dept.","2021","Ministry of Defence","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Defence Equipment and Support","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","White","Defence Equipment and Support","300","300","34100","31910"
"Leaver Dept.","2021","Ministry of Defence","White","Defence Science and Technology Laboratory","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","White","Ministry of Defence (excl. agencies)","280","270","39810","34640"
"Leaver Dept.","2021","Ministry of Defence","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","White","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","White","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","60","60","42880","42790"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","Ministry of Housing, Communities and Local Government (excl. agencies)","210","200","41630","34100"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","HM Courts and Tribunals Service","50","50","23570","20530"
"Leaver Dept.","2021","Ministry of Justice","Asian","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","HM Courts and Tribunals Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","HM Courts and Tribunals Service","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","HM Prison and Probation Service","60","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Ministry of Justice (excl. agencies)","70","70","42140","36800"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","White","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","White","HM Courts and Tribunals Service","210","200","27360","21170"
"Leaver Dept.","2021","Ministry of Justice","White","HM Prison and Probation Service","260","250","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","White","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","White","Ministry of Justice (excl. agencies)","250","250","42520","36800"
"Leaver Dept.","2021","Ministry of Justice","White","Office of the Public Guardian","40","40","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","National Crime Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","White","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","White","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","White","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Education Scotland","[c]","[c]","[c]","[c]"
