"Status","Year","Region_ITL2","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","Asian","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Cheshire","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Department for Environment, Food and Rural Affairs","80","80","29430","25190"
"In post","2021","Cheshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Department for Work and Pensions","50","50","28090","27570"
"In post","2021","Cheshire","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Justice","150","150","24040","22850"
"In post","2021","Cheshire","Unknown","National Crime Agency","110","110","37000","36410"
"In post","2021","Cheshire","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Department for Environment, Food and Rural Affairs","200","190","38060","35900"
"In post","2021","Cheshire","White","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Department for Work and Pensions","830","740","25830","27570"
"In post","2021","Cheshire","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Ministry of Defence","60","50","28700","27370"
"In post","2021","Cheshire","White","Ministry of Housing, Communities and Local Government","50","50","38700","34760"
"In post","2021","Cheshire","White","Ministry of Justice","1020","950","29500","27380"
"In post","2021","Cheshire","White","National Crime Agency","990","970","36470","36410"
"In post","2021","Cornwall and Isles of Scilly","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Work and Pensions","100","90","23970","21010"
"In post","2021","Cornwall and Isles of Scilly","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
