"Status","Year","Profession_of_post","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Policy","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Veterinary Medicines Directorate","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","EO","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","SEO/HEO","110","110","34930","35170"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","SEO/HEO","100","100","38620","40000"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","AA/AO","70","70","18810","18890"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","SEO/HEO","80","80","37960","36460"
"Leaver CS","2022","Property","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","EO","50","40","26210","26030"
"Leaver CS","2022","Property","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","EO","40","40","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","EO","80","70","22420","20480"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","SEO/HEO","160","150","37640","37400"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","G6/G7","50","50","52250","48100"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","SEO/HEO","90","90","32590","29230"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","AA/AO","70","60","21780","22200"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","EO","40","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","SEO/HEO","60","60","39240","40000"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","G6/G7","90","90","59780","53220"
"Leaver CS","2022","Science and Engineering","Public Health England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","SEO/HEO","160","150","38460","39380"
"Leaver CS","2022","Science and Engineering","Submarine Delivery Agency","Unknown","60","50","36390","33450"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","SEO/HEO","110","100","34950","34530"
"Leaver CS","2022","Science and Engineering","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
