"Status","Year","Responsibility_level","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","HM Prison and Probation Service","West Midlands (England)","2700","2570","25200","24260"
"In post","2022","AA/AO","HM Prison and Probation Service","Yorkshire and The Humber","3570","3340","25400","24730"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","East Midlands (England)","800","720","21590","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","East of England","260","220","21690","21550"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","London","830","740","25770","25860"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","North East (England)","4600","3790","21570","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","North West (England)","4500","4010","21480","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Northern Ireland","730","660","21400","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Scotland","3210","2800","21450","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","South East (England)","650","560","21670","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","South West (England)","120","110","21650","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Wales","1330","1170","21450","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","West Midlands (England)","940","850","21400","21250"
"In post","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","1500","1310","21420","21250"
"In post","2022","AA/AO","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","HM Treasury (excl. agencies)","London","40","40","[c]","[c]"
"In post","2022","AA/AO","Home Office","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","AA/AO","Home Office","East of England","560","490","21380","21680"
"In post","2022","AA/AO","Home Office","London","1610","1440","25060","25630"
"In post","2022","AA/AO","Home Office","North East (England)","580","470","21330","21680"
"In post","2022","AA/AO","Home Office","North West (England)","2110","1890","21250","21680"
"In post","2022","AA/AO","Home Office","Northern Ireland","180","160","21500","21680"
"In post","2022","AA/AO","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Home Office","Scotland","260","230","21460","21680"
"In post","2022","AA/AO","Home Office","South East (England)","500","470","21840","21680"
"In post","2022","AA/AO","Home Office","South West (England)","50","50","21660","21680"
"In post","2022","AA/AO","Home Office","Wales","150","130","21370","21680"
"In post","2022","AA/AO","Home Office","West Midlands (England)","230","210","21490","21680"
"In post","2022","AA/AO","Home Office","Yorkshire and The Humber","1100","990","21490","21680"
"In post","2022","AA/AO","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Intellectual Property Office","Wales","240","220","21600","21810"
"In post","2022","AA/AO","Legal Aid Agency","East Midlands (England)","90","70","20970","20970"
"In post","2022","AA/AO","Legal Aid Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Legal Aid Agency","North East (England)","110","90","20730","20970"
"In post","2022","AA/AO","Legal Aid Agency","North West (England)","100","100","21050","20970"
"In post","2022","AA/AO","Legal Aid Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Legal Aid Agency","South West (England)","30","30","[c]","[c]"
"In post","2022","AA/AO","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Legal Aid Agency","West Midlands (England)","60","60","21050","20970"
"In post","2022","AA/AO","Legal Aid Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Maritime and Coastguard Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Maritime and Coastguard Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Maritime and Coastguard Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Maritime and Coastguard Agency","Scotland","40","40","[c]","[c]"
"In post","2022","AA/AO","Maritime and Coastguard Agency","South East (England)","140","130","24580","26840"
"In post","2022","AA/AO","Maritime and Coastguard Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Maritime and Coastguard Agency","Wales","40","40","[c]","[c]"
"In post","2022","AA/AO","Maritime and Coastguard Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","South West (England)","80","80","19360","20660"
"In post","2022","AA/AO","Met Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","East Midlands (England)","890","850","21460","21170"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","East of England","1380","1330","22830","21170"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","London","760","740","25190","24140"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","North East (England)","150","150","20570","21170"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","North West (England)","780","720","21760","21170"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","Northern Ireland","690","670","21070","20560"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","Overseas","30","30","[c]","[c]"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","Scotland","2290","2190","25150","21380"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","South East (England)","2900","2790","24460","21380"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","South West (England)","2660","2530","22530","21170"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","Wales","450","440","20780","20970"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","West Midlands (England)","880","850","22120","21170"
"In post","2022","AA/AO","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","1010","970","23360","21170"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","London","120","110","23760","23720"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","West Midlands (England)","110","100","20930","20970"
"In post","2022","AA/AO","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","London","90","90","26070","24470"
"In post","2022","AA/AO","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","North West (England)","50","50","22080","21050"
"In post","2022","AA/AO","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","South West (England)","30","30","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","National Records of Scotland","Scotland","150","130","23700","23230"
"In post","2022","AA/AO","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","North West (England)","110","100","21180","21410"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","South West (England)","30","30","[c]","[c]"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of Gas and Electricity Markets","Scotland","30","30","[c]","[c]"
"In post","2022","AA/AO","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of the Public Guardian","East Midlands (England)","200","180","20950","20970"
"In post","2022","AA/AO","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of the Public Guardian","West Midlands (England)","670","600","21020","20970"
"In post","2022","AA/AO","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Planning Inspectorate","South West (England)","150","140","21500","21520"
"In post","2022","AA/AO","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Registers of Scotland","Scotland","370","350","24750","25050"
