"Status","Year","Disability","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Devon CC","200","190","29680","25000"
"In post","2022","Unknown","Male","Dorset","160","160","29530","25100"
"In post","2022","Unknown","Male","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Dumfries and Galloway","110","100","32880","35000"
"In post","2022","Unknown","Male","Durham","320","310","26280","23140"
"In post","2022","Unknown","Male","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","East Ayrshire and North Ayrshire mainland","70","70","27700","23780"
"In post","2022","Unknown","Male","East Cumbria","40","40","[c]","[c]"
"In post","2022","Unknown","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","570","550","31730","33200"
"In post","2022","Unknown","Male","East Kent","350","340","28240","24880"
"In post","2022","Unknown","Male","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","East Merseyside","40","40","[c]","[c]"
"In post","2022","Unknown","Male","East Riding of Yorkshire","140","140","28820","26670"
"In post","2022","Unknown","Male","East Surrey","60","60","32760","33790"
"In post","2022","Unknown","Male","East Sussex CC","60","60","29380","26830"
"In post","2022","Unknown","Male","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Essex Haven Gateway","60","50","32810","26130"
"In post","2022","Unknown","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Falkirk","320","300","33610","35000"
"In post","2022","Unknown","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Flintshire and Wrexham","90","90","27800","25830"
"In post","2022","Unknown","Male","Glasgow City","1740","1680","34820","32170"
"In post","2022","Unknown","Male","Gloucestershire CC","100","100","32200","27130"
"In post","2022","Unknown","Male","Greater Manchester North East","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Greater Manchester North West","50","50","25770","26120"
"In post","2022","Unknown","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Greater Manchester South West","1040","1010","32430","26840"
"In post","2022","Unknown","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Hackney and Newham","730","710","41990","37930"
"In post","2022","Unknown","Male","Haringey and Islington","110","110","31220","31060"
"In post","2022","Unknown","Male","Harrow and Hillingdon","180","170","30580","28650"
"In post","2022","Unknown","Male","Hartlepool and Stockton-on-Tees","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Heart of Essex","90","90","29230","27260"
"In post","2022","Unknown","Male","Herefordshire, County of","50","50","29650","25440"
"In post","2022","Unknown","Male","Hertfordshire CC","240","240","38760","33640"
"In post","2022","Unknown","Male","Hounslow and Richmond upon Thames","250","250","32160","31020"
"In post","2022","Unknown","Male","Inverclyde, East Renfrewshire, and Renfrewshire","190","170","33490","34630"
"In post","2022","Unknown","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","130","130","31160","30040"
"In post","2022","Unknown","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Kent Thames Gateway","110","100","28720","29030"
"In post","2022","Unknown","Male","Kingston upon Hull, City of","100","100","25290","24880"
"In post","2022","Unknown","Male","Lambeth","640","630","45650","40470"
"In post","2022","Unknown","Male","Lancaster and Wyre","50","50","[c]","[c]"
"In post","2022","Unknown","Male","Leeds","1580","1550","33780","28000"
"In post","2022","Unknown","Male","Leicester","140","130","26370","22600"
"In post","2022","Unknown","Male","Leicestershire CC and Rutland","110","110","29270","26350"
"In post","2022","Unknown","Male","Lewisham and Southwark","110","100","37490","33390"
"In post","2022","Unknown","Male","Lincolnshire CC","120","110","28030","26100"
"In post","2022","Unknown","Male","Lisburn and Castlereagh","50","50","[c]","[c]"
"In post","2022","Unknown","Male","Liverpool","990","970","30650","26590"
"In post","2022","Unknown","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Luton","40","30","[c]","[c]"
"In post","2022","Unknown","Male","Manchester","920","900","33810","30320"
"In post","2022","Unknown","Male","Medway","120","120","33690","30700"
"In post","2022","Unknown","Male","Merton, Kingston upon Thames and Sutton","80","80","38050","37860"
"In post","2022","Unknown","Male","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Mid Kent","50","50","[c]","[c]"
"In post","2022","Unknown","Male","Mid Lancashire","370","350","27360","22600"
"In post","2022","Unknown","Male","Milton Keynes","130","130","30770","26820"
"In post","2022","Unknown","Male","Monmouthshire and Newport","850","840","35910","31250"
"In post","2022","Unknown","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","North and North East Lincolnshire","40","40","[c]","[c]"
"In post","2022","Unknown","Male","North and West Norfolk","50","50","26710","25000"
"In post","2022","Unknown","Male","North Hampshire","70","60","38440","33000"
"In post","2022","Unknown","Male","North Lanarkshire","410","380","29860","28570"
"In post","2022","Unknown","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","North Nottinghamshire","70","70","26400","25710"
"In post","2022","Unknown","Male","North Yorkshire CC","180","180","30410","27780"
"In post","2022","Unknown","Male","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Norwich and East Norfolk","130","120","35410","30940"
"In post","2022","Unknown","Male","Nottingham","880","860","31570","26820"
"In post","2022","Unknown","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Overseas","500","490","52450","53000"
"In post","2022","Unknown","Male","Oxfordshire CC","200","190","37760","32120"
"In post","2022","Unknown","Male","Perth and Kinross, and Stirling","460","430","32310","34600"
"In post","2022","Unknown","Male","Peterborough","70","60","31880","26490"
"In post","2022","Unknown","Male","Plymouth","360","360","31020","27130"
"In post","2022","Unknown","Male","Portsmouth","320","310","31800","26820"
"In post","2022","Unknown","Male","Powys","40","30","[c]","[c]"
"In post","2022","Unknown","Male","Redbridge and Waltham Forest","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Scottish Borders","80","80","29620","25930"
"In post","2022","Unknown","Male","Sefton","350","340","29130","26590"
"In post","2022","Unknown","Male","Sheffield","520","520","35680","30820"
"In post","2022","Unknown","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Shropshire","60","60","31990","29350"
"In post","2022","Unknown","Male","Solihull","60","60","30530","24880"
"In post","2022","Unknown","Male","Somerset CC","260","250","33300","33000"
"In post","2022","Unknown","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","South Hampshire","580","510","29730","26000"
"In post","2022","Unknown","Male","South Lanarkshire","500","480","29740","23780"
"In post","2022","Unknown","Male","South Nottinghamshire","60","60","32480","26470"
"In post","2022","Unknown","Male","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","South West Wales","50","50","28990","26820"
"In post","2022","Unknown","Male","Southampton","80","80","32840","27470"
"In post","2022","Unknown","Male","Southend-on-Sea","100","90","34550","33370"
"In post","2022","Unknown","Male","Staffordshire CC","220","210","31430","26610"
"In post","2022","Unknown","Male","Stoke-on-Trent","40","30","[c]","[c]"
"In post","2022","Unknown","Male","Suffolk CC","330","320","30850","27370"
"In post","2022","Unknown","Male","Sunderland","270","250","27270","24240"
"In post","2022","Unknown","Male","Swansea","520","500","28230","22600"
"In post","2022","Unknown","Male","Swindon","40","30","[c]","[c]"
"In post","2022","Unknown","Male","Telford and Wrekin","160","150","39070","33370"
"In post","2022","Unknown","Male","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Tower Hamlets","500","500","50480","43810"
"In post","2022","Unknown","Male","Tyneside","1650","1600","31470","26820"
"In post","2022","Unknown","Male","Unknown","1830","1820","37900","33570"
"In post","2022","Unknown","Male","Wakefield","140","130","31730","28840"
"In post","2022","Unknown","Male","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Wandsworth","100","100","30900","30520"
"In post","2022","Unknown","Male","Warrington","470","470","36260","36410"
"In post","2022","Unknown","Male","Warwickshire CC","40","40","[c]","[c]"
"In post","2022","Unknown","Male","West Cumbria","40","40","[c]","[c]"
"In post","2022","Unknown","Male","West Essex","60","50","30860","24880"
"In post","2022","Unknown","Male","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","West Lothian","30","30","[c]","[c]"
"In post","2022","Unknown","Male","West Northamptonshire","50","50","[c]","[c]"
"In post","2022","Unknown","Male","West Surrey","90","90","35780","29270"
"In post","2022","Unknown","Male","West Sussex (North East)","130","120","31390","25770"
"In post","2022","Unknown","Male","West Sussex (South West)","110","110","32890","28920"
"In post","2022","Unknown","Male","Westminster","5890","5850","48130","42470"
"In post","2022","Unknown","Male","Wiltshire","350","340","42670","39290"
"In post","2022","Unknown","Male","Wirral","110","100","27600","22600"
"In post","2022","Unknown","Male","Wolverhampton","30","30","[c]","[c]"
"In post","2022","Unknown","Male","Worcestershire CC","90","80","30400","24260"
"In post","2022","Unknown","Male","York","150","150","34490","29510"
"In post","2022","Unknown","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Birmingham","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Cardiff and Vale of Glamorgan","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
