"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Inner London - West","50","40","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Inner London - West","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Inner London - West","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","East Anglia","[c]","[c]","[c]","[c]"
