"Status","Year","Profession_of_post","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Home Office","100","100","37510","35920"
"New entrant CS","2021","Other","SEO/HEO","Ministry of Defence","140","140","32720","33000"
"New entrant CS","2021","Other","SEO/HEO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Department for Business, Energy and Industrial Strategy","90","90","27610","27680"
"New entrant CS","2021","Policy","EO","Department for Digital, Culture, Media and Sport","50","40","[c]","[c]"
"New entrant CS","2021","Policy","EO","Department for Education","80","80","26680","25000"
"New entrant CS","2021","Policy","EO","Department for Environment, Food and Rural Affairs","120","120","23870","24920"
"New entrant CS","2021","Policy","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Department of Health and Social Care","100","100","26650","27270"
"New entrant CS","2021","Policy","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2021","Policy","EO","Home Office","50","50","[c]","[c]"
"New entrant CS","2021","Policy","EO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Department for Business, Energy and Industrial Strategy","80","80","57830","53380"
"New entrant CS","2021","Policy","G6/G7","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Department for Education","50","50","54970","53420"
"New entrant CS","2021","Policy","G6/G7","Department for Environment, Food and Rural Affairs","100","100","54130","52290"
"New entrant CS","2021","Policy","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Department of Health and Social Care","130","130","56070","53360"
"New entrant CS","2021","Policy","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Home Office","50","50","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Department for Business, Energy and Industrial Strategy","370","360","35380","33570"
"New entrant CS","2021","Policy","SEO/HEO","Department for Digital, Culture, Media and Sport","160","160","34990","34020"
"New entrant CS","2021","Policy","SEO/HEO","Department for Education","140","140","33820","32940"
"New entrant CS","2021","Policy","SEO/HEO","Department for Environment, Food and Rural Affairs","340","340","33220","32560"
"New entrant CS","2021","Policy","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Department for Transport","120","120","34940","34710"
"New entrant CS","2021","Policy","SEO/HEO","Department of Health and Social Care","350","340","33710","32790"
"New entrant CS","2021","Policy","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","HM Treasury","200","200","31110","31000"
"New entrant CS","2021","Policy","SEO/HEO","Home Office","90","90","38390","36330"
"New entrant CS","2021","Policy","SEO/HEO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Ministry of Housing, Communities and Local Government","80","80","34300","33210"
"New entrant CS","2021","Policy","SEO/HEO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Ministry of Defence","120","120","24510","26350"
"New entrant CS","2021","Project Delivery","EO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Office for Standards in Education","[c]","[c]","[c]","[c]"
