"Status","Year","Function_of_post","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Project Delivery","Camden and City of London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Central Hampshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Central Hampshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Dorset CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Cumbria","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Riding of Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Essex Haven Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Flintshire and Wrexham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Glasgow City","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Herefordshire, County of","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Lewisham and Southwark","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Lisburn and Castlereagh","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Liverpool","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Monmouthshire and Newport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Monmouthshire and Newport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North and West Norfolk","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Perth and Kinross and Stirling","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Peterborough","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Plymouth","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Plymouth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Plymouth","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Portsmouth","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Portsmouth","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Powys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Sheffield","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Somerset","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Lanarkshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Staffordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Swansea","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Swindon","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tyneside","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Warwickshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Warwickshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Sussex (North East)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","Policy","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Westminster","Project Delivery","60","60","46050","45200"
"Leaver Dept.","2021","Project Delivery","Westminster","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wiltshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wiltshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Worcestershire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Worcestershire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","York","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Birmingham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Calderdale and Kirklees","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Durham CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Durham CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Kent","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Riding of Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Sussex CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Essex Haven Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Essex Haven Gateway","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Kingston upon Hull, City of","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Leeds","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Leeds","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","North Yorkshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Nottingham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Peterborough","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Plymouth","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Plymouth","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Sefton","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Sheffield","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Shropshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Solihull","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","South Lanarkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","South West Wales","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Southampton","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Stoke-on-Trent","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Swansea","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tower Hamlets","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Tyneside","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Wakefield","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Warrington","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Westminster","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Westminster","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Westminster","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Belfast","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Bexley and Greenwich","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Birmingham","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Causeway Coast and Glens","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Devon CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Essex Haven Gateway","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Harrow and Hillingdon","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Lambeth","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Newry, Mourne and Down","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","North Yorkshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Portsmouth","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Swansea","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Warrington","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Warwickshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","West Kent","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Westminster","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Wiltshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","York","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Aberdeen City and Aberdeenshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barnet","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barnet","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Other","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bedford","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Belfast","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Belfast","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Belfast","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Birmingham","Unknown","100","100","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Blackpool","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bradford","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Brent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bristol, City of","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Bromley","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Buckinghamshire CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cambridgeshire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cambridgeshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Camden and City of London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Camden and City of London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Camden and City of London","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Camden and City of London","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cardiff and Vale of Glamorgan","Unknown","140","140","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Bedfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Bedfordshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Hampshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Hampshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Valleys","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Valleys","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Valleys","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cheshire West and Chester","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","City of Edinburgh","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","City of Edinburgh","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","City of Edinburgh","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","City of Edinburgh","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Coventry","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Coventry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Coventry","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Coventry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Coventry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Coventry","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Coventry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Croydon","Unknown","90","90","[c]","[c]"
