"Status","Year","Age","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","No function","140","100","26410","21260"
"Leaver CS","2022","65+","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","65+","East of England","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","No function","160","110","29550","27570"
"Leaver CS","2022","65+","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East of England","Unknown","80","60","26770","21830"
"Leaver CS","2022","65+","London","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","No function","320","260","39660","31060"
"Leaver CS","2022","65+","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Unknown","220","160","34390","29440"
"Leaver CS","2022","65+","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","No function","180","120","24380","21260"
"Leaver CS","2022","65+","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North East (England)","Unknown","150","100","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","No function","380","260","26090","21490"
"Leaver CS","2022","65+","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","North West (England)","Unknown","180","120","23970","21680"
"Leaver CS","2022","65+","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","No function","220","150","27190","24930"
"Leaver CS","2022","65+","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","Unknown","210","160","37930","31060"
"Leaver CS","2022","65+","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","No function","310","210","27570","25110"
"Leaver CS","2022","65+","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South East (England)","Unknown","170","140","28960","26670"
"Leaver CS","2022","65+","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","No function","220","160","31970","27570"
"Leaver CS","2022","65+","South West (England)","Project Delivery","50","40","38600","40190"
"Leaver CS","2022","65+","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Security","30","30","[c]","[c]"
"Leaver CS","2022","65+","South West (England)","Unknown","90","80","30640","26670"
"Leaver CS","2022","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","No function","50","40","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","No function","140","90","25200","22740"
"Leaver CS","2022","65+","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Wales","Unknown","100","80","38240","28850"
"Leaver CS","2022","65+","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","No function","170","130","26950","26120"
"Leaver CS","2022","65+","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","West Midlands (England)","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","No function","220","150","27360","26580"
"Leaver CS","2022","65+","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Yorkshire and The Humber","Unknown","110","80","27210","26160"
"Leaver CS","2022","Unknown","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","No function","40","30","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Analysis","110","110","36570","33930"
"Leaver Dept.","2021","20-29","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Communications","80","80","35460","33390"
"Leaver Dept.","2021","20-29","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Human Resources","80","80","31600","29250"
"Leaver Dept.","2021","20-29","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Legal","50","50","29880","27350"
"Leaver Dept.","2021","20-29","London","No function","940","930","35600","33120"
