"Status","Year","Region_ITL2","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Inner London - East","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Finance","Finance","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Human Resources","Human Resources","120","120","39890","32330"
"Leaver Dept.","2022","Inner London - East","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Knowledge and Information Management","No function","200","180","45970","47090"
"Leaver Dept.","2022","Inner London - East","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Medicine","No function","90","70","93500","95140"
"Leaver Dept.","2022","Inner London - East","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Operational Delivery","No function","1280","1200","43180","40070"
"Leaver Dept.","2022","Inner London - East","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Other","No function","50","50","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Science and Engineering","No function","200","180","43990","40070"
"Leaver Dept.","2022","Inner London - East","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","Unknown","120","110","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Commercial","Commercial","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Communications","Communications","180","110","43140","37910"
"Leaver Dept.","2022","Inner London - West","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Digital, Data and Technology","Digital, Data & Technology","140","80","46880","40650"
"Leaver Dept.","2022","Inner London - West","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Economics","Analysis","100","90","43820","35470"
"Leaver Dept.","2022","Inner London - West","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Finance","Finance","140","80","51100","45200"
"Leaver Dept.","2022","Inner London - West","Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Human Resources","Human Resources","120","100","39320","33990"
"Leaver Dept.","2022","Inner London - West","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Human Resources","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","International Trade","No function","90","90","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Legal","Legal","80","80","61350","61610"
"Leaver Dept.","2022","Inner London - West","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","No function","600","560","40000","36050"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Other","Unknown","70","70","38020","35050"
"Leaver Dept.","2022","Inner London - West","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Policy","No function","1450","1120","45880","40220"
"Leaver Dept.","2022","Inner London - West","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Policy","Unknown","290","280","48680","42170"
"Leaver Dept.","2022","Inner London - West","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Project Delivery","Project Delivery","70","70","46610","40400"
"Leaver Dept.","2022","Inner London - West","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Statistics","Analysis","60","60","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Analysis","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Communications","60","60","44250","39810"
"Leaver Dept.","2022","Inner London - West","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Human Resources","60","60","48560","41170"
"Leaver Dept.","2022","Inner London - West","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","No function","1280","1270","42970","35060"
"Leaver Dept.","2022","Inner London - West","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","Unknown","430","100","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Operational Delivery","No function","100","90","36740","29910"
"Leaver Dept.","2022","Kent","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Operational Delivery","No function","90","90","26280","27570"
