"Status","Year","Region_ITL2","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Operational Delivery","No function","90","80","41400","39670"
"Leaver Dept.","2021","Inner London - East","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Policy","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Unknown","140","130","34740","31060"
"Leaver Dept.","2021","Inner London - West","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Communications","110","110","45250","40510"
"Leaver Dept.","2021","Inner London - West","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data and Technology","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Economics","Analysis","70","70","42140","34690"
"Leaver Dept.","2021","Inner London - West","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Finance","70","70","52930","51970"
"Leaver Dept.","2021","Inner London - West","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Human Resources","100","100","41710","36800"
"Leaver Dept.","2021","Inner London - West","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","International Trade","No function","90","90","42090","38540"
"Leaver Dept.","2021","Inner London - West","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Legal","Legal","70","70","57800","56740"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","No function","200","190","37640","30850"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Delivery","Unknown","70","70","41180","33960"
"Leaver Dept.","2021","Inner London - West","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Other","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Other","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Policy","No function","1110","1070","43920","39080"
"Leaver Dept.","2021","Inner London - West","Policy","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Policy","Unknown","270","260","48490","42460"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Project Delivery","60","60","46050","45200"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Statistics","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Human Resources","90","80","43970","35310"
"Leaver Dept.","2021","Inner London - West","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","No function","420","410","46750","41820"
"Leaver Dept.","2021","Inner London - West","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Unknown","1020","670","44900","40320"
"Leaver Dept.","2021","Kent","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Operational Delivery","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Kent","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Unknown","Unknown","160","160","31650","27570"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Operational Delivery","Unknown","90","80","24180","24110"
"Leaver Dept.","2021","Merseyside","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Unknown","Unknown","180","160","26910","27570"
"Leaver Dept.","2021","North Eastern Scotland","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Policy","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
