"Status","Year","Region_ITL3","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Sheffield","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Female","50-59","80","70","[c]","[c]"
"Leaver CS","2021","Sheffield","Female","60-64","60","40","[c]","[c]"
"Leaver CS","2021","Sheffield","Female","65+","40","30","[c]","[c]"
"Leaver CS","2021","Sheffield","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Male","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Sheffield","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Male","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Sheffield","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Male","65+","40","30","[c]","[c]"
"Leaver CS","2021","South Hampshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Female","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Male","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Female","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Suffolk","Female","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Suffolk","Female","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Suffolk","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Male","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Suffolk","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Sunderland","Female","60-64","60","40","[c]","[c]"
"Leaver CS","2021","Sunderland","Female","65+","40","30","[c]","[c]"
"Leaver CS","2021","Sunderland","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Female","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Swansea","Female","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Swansea","Female","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Swansea","Female","50-59","60","40","[c]","[c]"
"Leaver CS","2021","Swansea","Female","60-64","50","30","[c]","[c]"
"Leaver CS","2021","Swansea","Female","65+","40","30","[c]","[c]"
"Leaver CS","2021","Swansea","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Male","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Swansea","Male","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Swansea","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Male","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Swansea","Male","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Swansea","Male","65+","30","20","[c]","[c]"
"Leaver CS","2021","Swindon","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Female","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Female","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Male","20-29","70","60","33480","28970"
"Leaver CS","2021","Tower Hamlets","Male","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Male","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Female","20-29","60","60","[c]","[c]"
"Leaver CS","2021","Tyneside","Female","30-39","60","50","[c]","[c]"
"Leaver CS","2021","Tyneside","Female","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Tyneside","Female","50-59","90","80","29400","27470"
"Leaver CS","2021","Tyneside","Female","60-64","110","80","30370","21590"
"Leaver CS","2021","Tyneside","Female","65+","100","70","[c]","[c]"
"Leaver CS","2021","Tyneside","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Male","20-29","80","70","22660","21010"
"Leaver CS","2021","Tyneside","Male","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Tyneside","Male","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Tyneside","Male","50-59","70","60","[c]","[c]"
"Leaver CS","2021","Tyneside","Male","60-64","70","60","[c]","[c]"
"Leaver CS","2021","Tyneside","Male","65+","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","20-29","110","110","[c]","[c]"
"Leaver CS","2021","Unknown","Female","30-39","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","Female","40-49","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Female","50-59","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","20-29","90","90","28460","28000"
"Leaver CS","2021","Unknown","Male","30-39","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","Male","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Male","50-59","80","80","56330","43350"
"Leaver CS","2021","Unknown","Male","60-64","60","60","42760","36580"
"Leaver CS","2021","Unknown","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Female","40-49","[c]","[c]","[c]","[c]"
