"Status","Year","Region_ITL3","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Wakefield","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Female","30-39","50","40","[c]","[c]"
"Leaver CS","2021","West Lothian","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2021","West Lothian","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Female","50-59","70","60","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Male","50-59","30","30","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Female","20-29","40","40","[c]","[c]"
"Leaver CS","2021","West Surrey","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Female","20-29","460","430","29120","27760"
"Leaver CS","2021","Westminster","Female","30-39","240","220","46260","48200"
"Leaver CS","2021","Westminster","Female","40-49","180","160","56690","55710"
"Leaver CS","2021","Westminster","Female","50-59","160","150","54820","54400"
"Leaver CS","2021","Westminster","Female","60-64","120","100","55890","53200"
"Leaver CS","2021","Westminster","Female","65+","60","40","[c]","[c]"
"Leaver CS","2021","Westminster","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Male","20-29","400","370","30300","28170"
"Leaver CS","2021","Westminster","Male","30-39","260","250","47830","51190"
"Leaver CS","2021","Westminster","Male","40-49","130","110","60230","56810"
"Leaver CS","2021","Westminster","Male","50-59","190","170","64280","58410"
"Leaver CS","2021","Westminster","Male","60-64","140","130","55760","49200"
"Leaver CS","2021","Westminster","Male","65+","70","60","47320","42700"
"Leaver CS","2021","Westminster","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Female","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Wiltshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Female","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Wiltshire","Female","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Wiltshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Male","20-29","60","60","21870","19870"
"Leaver CS","2021","Wiltshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Male","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Wiltshire","Male","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Wiltshire","Male","65+","40","40","[c]","[c]"
"Leaver CS","2021","Wirral","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Female","50-59","50","40","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Female","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Worcestershire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Female","65+","[c]","[c]","[c]","[c]"
