"Status","Year","Organisation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Valuation Office Agency","Undeclared","HM Revenue and Customs","470","420","36600","32890"
"In post","2022","Valuation Office Agency","Unknown","HM Revenue and Customs","660","640","29220","26030"
"In post","2022","Valuation Office Agency","White","HM Revenue and Customs","2400","2250","36240","32850"
"In post","2022","Vehicle Certification Agency","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","White","Department for Transport","170","160","36080","34290"
"In post","2022","Veterinary Medicines Directorate","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","White","Department for Environment, Food and Rural Affairs","120","120","40460","38750"
"In post","2022","Water Services Regulation Authority","Asian","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","White","Water Services Regulation Authority","190","180","59410","54890"
"In post","2022","Welsh Government (excl. agencies)","Asian","Welsh Government","70","70","39470","38160"
"In post","2022","Welsh Government (excl. agencies)","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Mixed","Welsh Government","60","60","41650","38160"
"In post","2022","Welsh Government (excl. agencies)","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Undeclared","Welsh Government","240","230","43870","38160"
"In post","2022","Welsh Government (excl. agencies)","Unknown","Welsh Government","120","120","38370","31210"
"In post","2022","Welsh Government (excl. agencies)","White","Welsh Government","5350","5050","41990","38160"
"In post","2022","Welsh Revenue Authority","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","Welsh Government","80","80","43900","40100"
"In post","2022","Welsh Revenue Authority","White","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","White","Foreign, Commonwealth and Development Office","70","70","35180","30700"
"Leaver CS","2021","Accountant in Bankruptcy","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","White","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","Department for Environment, Food and Rural Affairs","130","120","29010","24370"
"Leaver CS","2021","Animal and Plant Health Agency","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Cabinet Office","200","200","48400","33630"
"Leaver CS","2021","Cabinet Office (excl. agencies)","White","Cabinet Office","120","120","48910","41590"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
