"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Scottish Government","280","280","27530","22820"
"In post","2021","20-29","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Cabinet Office","2410","2410","33150","29250"
"In post","2021","20-29","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Department for Business, Energy and Industrial Strategy","2190","2170","36420","33570"
"In post","2021","20-29","No function","Department for Digital, Culture, Media and Sport","470","470","40450","34020"
"In post","2021","20-29","No function","Department for Education","820","820","35730","32940"
"In post","2021","20-29","No function","Department for Environment, Food and Rural Affairs","1320","1310","32050","31460"
"In post","2021","20-29","No function","Department for International Trade","630","630","37570","34270"
"In post","2021","20-29","No function","Department for Transport","1550","1510","28300","26130"
"In post","2021","20-29","No function","Department for Work and Pensions","220","220","29140","26410"
"In post","2021","20-29","No function","Department of Health and Social Care","1890","1820","31490","28970"
"In post","2021","20-29","No function","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Food Standards Agency","80","80","32260","32350"
"In post","2021","20-29","No function","Foreign, Commonwealth and Development Office","740","740","34360","34200"
"In post","2021","20-29","No function","HM Land Registry","910","890","24040","22350"
"In post","2021","20-29","No function","HM Revenue and Customs","4900","4760","25470","20140"
"In post","2021","20-29","No function","HM Treasury","820","810","38890","32960"
"In post","2021","20-29","No function","Ministry of Defence","710","710","28390","28650"
"In post","2021","20-29","No function","Ministry of Housing, Communities and Local Government","510","510","36430","33210"
"In post","2021","20-29","No function","Ministry of Justice","13100","12920","25330","24440"
"In post","2021","20-29","No function","National Crime Agency","830","820","31980","32770"
"In post","2021","20-29","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Office for Standards in Education","90","90","27120","25750"
"In post","2021","20-29","No function","Office of Gas and Electricity Markets","300","300","30360","27060"
"In post","2021","20-29","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","20-29","No function","Scottish Government","1010","980","25030","24130"
"In post","2021","20-29","No function","The National Archives","50","50","[c]","[c]"
"In post","2021","20-29","No function","United Kingdom Statistics Authority","360","330","24930","23050"
"In post","2021","20-29","No function","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Cabinet Office","30","30","[c]","[c]"
"In post","2021","20-29","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Competition and Markets Authority","60","60","36130","33610"
"In post","2021","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy","140","140","37420","35940"
"In post","2021","20-29","Project Delivery","Department for Digital, Culture, Media and Sport","70","70","36200","34020"
"In post","2021","20-29","Project Delivery","Department for Education","90","90","35020","32940"
"In post","2021","20-29","Project Delivery","Department for Environment, Food and Rural Affairs","60","60","30550","29480"
"In post","2021","20-29","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Department for Transport","110","110","38290","35060"
"In post","2021","20-29","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Foreign, Commonwealth and Development Office","310","310","37460","38600"
"In post","2021","20-29","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","HM Revenue and Customs","360","360","34980","31810"
"In post","2021","20-29","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Defence","2680","2660","28360","27540"
"In post","2021","20-29","Project Delivery","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","20-29","Project Delivery","Ministry of Justice","150","150","32750","30940"
"In post","2021","20-29","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","20-29","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Foreign, Commonwealth and Development Office","50","50","27350","26620"
"In post","2021","20-29","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","HM Revenue and Customs","460","440","26740","24620"
"In post","2021","20-29","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Ministry of Defence","180","180","26810","26350"
"In post","2021","20-29","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Scottish Government","110","100","26330","26530"
"In post","2021","20-29","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Cabinet Office","180","180","28170","26670"
"In post","2021","20-29","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Foreign, Commonwealth and Development Office","70","70","34430","33540"
"In post","2021","20-29","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Ministry of Defence","790","790","25410","25540"
"In post","2021","20-29","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Ministry of Justice","110","110","30750","28350"
"In post","2021","20-29","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Charity Commission","40","30","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Education","120","120","36880","33610"
"In post","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Work and Pensions","10300","10110","26630","27570"
"In post","2021","20-29","Unknown","Department of Health and Social Care","210","210","34500","32640"
"In post","2021","20-29","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","60","60","34910","35230"
"In post","2021","20-29","Unknown","HM Treasury","30","30","[c]","[c]"
"In post","2021","20-29","Unknown","Home Office","5280","5150","28310","24890"
"In post","2021","20-29","Unknown","Ministry of Defence","1880","1870","29390","27420"
"In post","2021","20-29","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Scottish Government","1900","1870","28930","27150"
"In post","2021","20-29","Unknown","Welsh Government","550","540","27000","23830"
"In post","2021","30-39","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Chancellor's other departments","60","60","69070","65470"
"In post","2021","30-39","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Competition and Markets Authority","50","50","62570","61530"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy","60","60","53750","57620"
"In post","2021","30-39","Analysis","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education","120","110","46780","45850"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs","180","170","32080","29750"
"In post","2021","30-39","Analysis","Department for International Trade","60","60","52510","51970"
"In post","2021","30-39","Analysis","Department for Transport","130","130","46850","44590"
"In post","2021","30-39","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department of Health and Social Care","90","90","53990","53360"
"In post","2021","30-39","Analysis","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Revenue and Customs","180","170","48570","52580"
"In post","2021","30-39","Analysis","HM Treasury","50","50","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Defence","190","180","40900","40580"
