"Status","Year","Profession_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Communications","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","Declared non-disabled","80","80","48230","44320"
"Leaver CS","2021","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South West (England)","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Wales","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Wales","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Declared non-disabled","60","50","51390","50210"
"Leaver CS","2021","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
