"Status","Year","Ethnicity","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Defence Equipment and Support","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Department for Work and Pensions (excl. agencies)","150","130","27640","27570"
"Leaver CS","2022","Undeclared","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","HM Courts and Tribunals Service","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","HM Prison and Probation Service","90","80","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Home Office","110","80","33830","30600"
"Leaver CS","2022","Undeclared","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Ministry of Defence (excl. agencies)","190","180","34040","33300"
"Leaver CS","2022","Undeclared","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
