"Status","Year","Responsibility_level","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","G6/G7","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Westminster","80","80","55860","54400"
"Leaver Dept.","2021","G6/G7","LGBO","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Westminster","120","120","58140","56140"
"Leaver Dept.","2021","G6/G7","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Tower Hamlets","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Westminster","500","400","56420","54600"
"Leaver Dept.","2021","G6/G7","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Portsmouth","[c]","[c]","[c]","[c]"
