"Status","Year","Function_of_post","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","UK Space Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","AA/AO","50","50","19980","19610"
"Leaver CS","2022","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","SEO/HEO","60","50","33620","32540"
"Leaver CS","2022","Analysis","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","G6/G7","110","110","69490","67710"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Commercial","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
