"Status","Year","Ethnicity","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Department of Health and Social Care","SEO/HEO","710","610","36500","36690"
"Leaver CS","2022","White","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Estyn","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Food Standards Agency","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","G6/G7","80","50","62710","61570"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","SEO/HEO","80","40","[c]","[c]"
"Leaver CS","2022","White","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Land Registry","AA/AO","60","50","22740","22600"
"Leaver CS","2022","White","HM Land Registry","EO","90","70","27670","27130"
"Leaver CS","2022","White","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Land Registry","SEO/HEO","100","80","37830","33840"
"Leaver CS","2022","White","HM Revenue and Customs","AA/AO","1490","1210","21780","22010"
"Leaver CS","2022","White","HM Revenue and Customs","EO","590","470","27530","27000"
"Leaver CS","2022","White","HM Revenue and Customs","G6/G7","240","220","[c]","[c]"
"Leaver CS","2022","White","HM Revenue and Customs","SCS","30","30","[c]","[c]"
"Leaver CS","2022","White","HM Revenue and Customs","SEO/HEO","580","480","39130","39710"
"Leaver CS","2022","White","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","HM Treasury","SEO/HEO","60","60","[c]","[c]"
"Leaver CS","2022","White","Home Office","AA/AO","390","300","21570","21680"
"Leaver CS","2022","White","Home Office","EO","530","430","27200","26160"
"Leaver CS","2022","White","Home Office","G6/G7","120","120","61900","60070"
"Leaver CS","2022","White","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Home Office","SEO/HEO","270","250","37380","37320"
"Leaver CS","2022","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Ministry of Defence","AA/AO","1300","1220","23170","21170"
"Leaver CS","2022","White","Ministry of Defence","EO","730","690","27130","26670"
"Leaver CS","2022","White","Ministry of Defence","G6/G7","300","270","60170","56920"
"Leaver CS","2022","White","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Ministry of Defence","SEO/HEO","1180","1120","37180","36460"
"Leaver CS","2022","White","Ministry of Defence","Unknown","130","120","37520","35980"
"Leaver CS","2022","White","Ministry of Justice","AA/AO","3950","3570","20380","20600"
"Leaver CS","2022","White","Ministry of Justice","EO","550","510","25320","25120"
"Leaver CS","2022","White","Ministry of Justice","G6/G7","130","120","61010","60300"
"Leaver CS","2022","White","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Ministry of Justice","SEO/HEO","490","450","38650","38370"
"Leaver CS","2022","White","Ministry of Justice","Unknown","960","860","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","EO","110","100","33910","34140"
"Leaver CS","2022","White","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","SEO/HEO","90","90","44630","45130"
"Leaver CS","2022","White","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","G6/G7","60","60","75480","75500"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","70","60","45510","46360"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","EO","30","30","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","G6/G7","50","50","62270","57220"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","SEO/HEO","60","60","36990","36650"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","AA/AO","270","240","24150","23230"
"Leaver CS","2022","White","Scottish Government","EO","150","130","31350","30240"
"Leaver CS","2022","White","Scottish Government","G6/G7","100","90","66690","65150"
"Leaver CS","2022","White","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","SEO/HEO","230","200","41670","40290"
"Leaver CS","2022","White","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","AA/AO","160","100","19830","19610"
"Leaver CS","2022","White","UK Statistics Authority","EO","60","50","24060","23630"
"Leaver CS","2022","White","UK Statistics Authority","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","SEO/HEO","120","110","33920","33040"
"Leaver CS","2022","White","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","AA/AO","50","50","23240","23830"
"Leaver CS","2022","White","Welsh Government","EO","30","30","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","SEO/HEO","90","80","39820","38160"
"Leaver Dept.","2021","Asian","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Cabinet Office","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","EO","70","70","28980","27570"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","AA/AO","90","80","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","EO","50","40","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","SEO/HEO","60","50","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","AA/AO","70","70","20210","19930"
"Leaver Dept.","2021","Asian","Ministry of Justice","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","EO","[c]","[c]","[c]","[c]"
