"Status","Year","Region_ITL1","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East Midlands (England)","Operational Delivery","Unknown","110","100","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","AA/AO","90","80","20750","21170"
"Leaver CS","2022","East Midlands (England)","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","AA/AO","220","180","21100","21260"
"Leaver CS","2022","East Midlands (England)","Unknown","EO","140","120","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","SEO/HEO","80","70","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","AA/AO","880","820","21540","21260"
"Leaver CS","2022","East of England","Operational Delivery","EO","530","470","28170","27570"
"Leaver CS","2022","East of England","Operational Delivery","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","SEO/HEO","120","110","36300","34500"
"Leaver CS","2022","East of England","Operational Delivery","Unknown","150","130","[c]","[c]"
"Leaver CS","2022","East of England","Other","AA/AO","110","100","21410","21170"
"Leaver CS","2022","East of England","Other","EO","40","30","[c]","[c]"
"Leaver CS","2022","East of England","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","SEO/HEO","60","60","37020","37280"
"Leaver CS","2022","East of England","Security","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","East of England","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","AA/AO","60","50","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","EO","80","70","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","East of England","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","G6/G7","50","30","[c]","[c]"
"Leaver CS","2022","London","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","SEO/HEO","120","110","38590","38020"
"Leaver CS","2022","London","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","EO","40","30","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","G6/G7","120","110","62350","60250"
"Leaver CS","2022","London","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","SEO/HEO","150","130","39660","40050"
"Leaver CS","2022","London","Economics","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","London","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","London","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","London","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","SEO/HEO","80","60","39020","39380"
"Leaver CS","2022","London","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","EO","60","50","[c]","[c]"
"Leaver CS","2022","London","Human Resources","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","London","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","SEO/HEO","80","80","38930","37960"
"Leaver CS","2022","London","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","EO","40","30","[c]","[c]"
"Leaver CS","2022","London","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","SEO/HEO","60","50","37860","38070"
"Leaver CS","2022","London","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","G6/G7","190","180","59120","55000"
"Leaver CS","2022","London","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","London","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","SCS","60","50","99760","95710"
"Leaver CS","2022","London","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","AA/AO","1150","1070","23160","23720"
"Leaver CS","2022","London","Operational Delivery","EO","1180","1080","29970","31060"
"Leaver CS","2022","London","Operational Delivery","G6/G7","420","390","59080","56950"
"Leaver CS","2022","London","Operational Delivery","SCS","70","60","99430","91430"
"Leaver CS","2022","London","Operational Delivery","SEO/HEO","760","710","37410","36800"
"Leaver CS","2022","London","Operational Delivery","Unknown","230","220","[c]","[c]"
"Leaver CS","2022","London","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","AA/AO","80","80","23100","22460"
"Leaver CS","2022","London","Other","EO","190","190","28580","28700"
"Leaver CS","2022","London","Other","G6/G7","90","80","62270","61040"
"Leaver CS","2022","London","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","SEO/HEO","120","110","37230","36650"
"Leaver CS","2022","London","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","AA/AO","60","60","[c]","[c]"
"Leaver CS","2022","London","Policy","EO","140","120","28040","28500"
"Leaver CS","2022","London","Policy","G6/G7","390","340","58810","56820"
"Leaver CS","2022","London","Policy","SCS","70","50","[c]","[c]"
"Leaver CS","2022","London","Policy","SEO/HEO","470","400","37470","36820"
"Leaver CS","2022","London","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","G6/G7","60","60","62560","59860"
"Leaver CS","2022","London","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","SEO/HEO","70","70","38970","38600"
"Leaver CS","2022","London","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","G6/G7","70","70","56720","53830"
"Leaver CS","2022","London","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","SEO/HEO","150","140","36600","37100"
"Leaver CS","2022","London","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","London","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","AA/AO","250","180","22350","24490"
"Leaver CS","2022","London","Unknown","EO","310","270","28890","30630"
"Leaver CS","2022","London","Unknown","G6/G7","420","350","61620","59250"
"Leaver CS","2022","London","Unknown","SCS","110","90","99090","93000"
"Leaver CS","2022","London","Unknown","SEO/HEO","480","390","37270","35780"
"Leaver CS","2022","London","Unknown","Unknown","90","40","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","AA/AO","810","710","21110","21260"
"Leaver CS","2022","North East (England)","Operational Delivery","EO","260","210","26920","27570"
"Leaver CS","2022","North East (England)","Operational Delivery","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","SEO/HEO","90","70","35350","34230"
"Leaver CS","2022","North East (England)","Operational Delivery","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","AA/AO","640","510","21180","21260"
"Leaver CS","2022","North East (England)","Unknown","EO","170","150","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","SEO/HEO","110","100","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
