"Status","Year","Region_ITL1","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Midlands (England)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Knowledge and Information Management","EO","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Knowledge and Information Management","SEO/HEO","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Legal","EO","110","100","25810","25560"
"In post","2021","West Midlands (England)","Legal","G6/G7","300","280","56540","55610"
"In post","2021","West Midlands (England)","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Legal","SEO/HEO","220","210","37120","38000"
"In post","2021","West Midlands (England)","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Medicine","G6/G7","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Medicine","SCS","40","30","[c]","[c]"
"In post","2021","West Midlands (England)","Medicine","SEO/HEO","50","50","39360","37890"
"In post","2021","West Midlands (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Operational Delivery","AA/AO","6470","5960","22390","21050"
"In post","2021","West Midlands (England)","Operational Delivery","EO","2970","2800","27000","26330"
"In post","2021","West Midlands (England)","Operational Delivery","G6/G7","490","480","56160","52580"
"In post","2021","West Midlands (England)","Operational Delivery","SCS","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Operational Delivery","SEO/HEO","2270","2170","35930","34330"
"In post","2021","West Midlands (England)","Operational Delivery","Unknown","1340","1230","29270","28200"
"In post","2021","West Midlands (England)","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Operational Research","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other","AA/AO","520","490","20640","20920"
"In post","2021","West Midlands (England)","Other","EO","410","400","26130","26670"
"In post","2021","West Midlands (England)","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other","SEO/HEO","170","170","34980","33300"
"In post","2021","West Midlands (England)","Other","Unknown","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Policy","AA/AO","60","60","19820","19830"
"In post","2021","West Midlands (England)","Policy","EO","50","50","25630","25000"
"In post","2021","West Midlands (England)","Policy","G6/G7","150","150","56750","52580"
"In post","2021","West Midlands (England)","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Policy","SEO/HEO","310","300","35640","34860"
"In post","2021","West Midlands (England)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Project Delivery","EO","120","110","26290","26670"
"In post","2021","West Midlands (England)","Project Delivery","G6/G7","190","180","55000","52580"
"In post","2021","West Midlands (England)","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Project Delivery","SEO/HEO","400","390","36370","36740"
"In post","2021","West Midlands (England)","Property","AA/AO","80","70","19260","18800"
"In post","2021","West Midlands (England)","Property","EO","120","110","26080","26000"
"In post","2021","West Midlands (England)","Property","G6/G7","80","80","56740","54990"
"In post","2021","West Midlands (England)","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Property","SEO/HEO","240","220","36390","33300"
"In post","2021","West Midlands (England)","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Psychology","EO","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Psychology","SEO/HEO","70","60","34860","31180"
"In post","2021","West Midlands (England)","Science and Engineering","AA/AO","100","90","21190","21950"
"In post","2021","West Midlands (England)","Science and Engineering","EO","60","60","25180","25100"
"In post","2021","West Midlands (England)","Science and Engineering","G6/G7","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Science and Engineering","SEO/HEO","150","130","37400","36710"
"In post","2021","West Midlands (England)","Security","AA/AO","230","220","25950","20060"
"In post","2021","West Midlands (England)","Security","EO","50","50","[c]","[c]"
"In post","2021","West Midlands (England)","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Security","SEO/HEO","70","70","38200","37770"
"In post","2021","West Midlands (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Tax","AA/AO","190","180","20210","20140"
"In post","2021","West Midlands (England)","Tax","EO","300","270","26200","25560"
"In post","2021","West Midlands (England)","Tax","G6/G7","220","210","56030","52580"
"In post","2021","West Midlands (England)","Tax","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Tax","SEO/HEO","590","560","34190","31870"
"In post","2021","West Midlands (England)","Unknown","AA/AO","2530","2120","20710","21010"
"In post","2021","West Midlands (England)","Unknown","EO","4660","4180","27390","27570"
"In post","2021","West Midlands (England)","Unknown","G6/G7","130","120","55400","52580"
"In post","2021","West Midlands (England)","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","SEO/HEO","850","800","33800","32670"
"In post","2021","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Veterinarian","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Commercial","EO","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Commercial","G6/G7","80","80","56930","53650"
"In post","2021","Yorkshire and The Humber","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Commercial","SEO/HEO","240","240","36150","36780"
"In post","2021","Yorkshire and The Humber","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Communications","G6/G7","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Communications","SEO/HEO","60","60","36590","36520"
"In post","2021","Yorkshire and The Humber","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Counter Fraud","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Digital, Data and Technology","EO","150","150","26490","25740"
"In post","2021","Yorkshire and The Humber","Digital, Data and Technology","G6/G7","290","280","55810","52940"
"In post","2021","Yorkshire and The Humber","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Digital, Data and Technology","SEO/HEO","430","420","35280","35900"
"In post","2021","Yorkshire and The Humber","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Finance","AA/AO","170","130","20750","20640"
"In post","2021","Yorkshire and The Humber","Finance","EO","150","140","25520","25560"
"In post","2021","Yorkshire and The Humber","Finance","G6/G7","160","160","55200","52280"
"In post","2021","Yorkshire and The Humber","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Finance","SEO/HEO","300","290","34490","36330"
"In post","2021","Yorkshire and The Humber","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Human Resources","EO","60","60","25830","25860"
"In post","2021","Yorkshire and The Humber","Human Resources","G6/G7","110","110","55000","52580"
"In post","2021","Yorkshire and The Humber","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Human Resources","SEO/HEO","180","170","35660","34610"
"In post","2021","Yorkshire and The Humber","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Inspector of Education and Training","G6/G7","70","70","74820","75500"
"In post","2021","Yorkshire and The Humber","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Inspector of Education and Training","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Intelligence Analysis","EO","140","130","26920","25960"
"In post","2021","Yorkshire and The Humber","Intelligence Analysis","G6/G7","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Intelligence Analysis","SEO/HEO","80","80","33000","31700"
"In post","2021","Yorkshire and The Humber","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Knowledge and Information Management","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Legal","EO","140","140","25850","25560"
"In post","2021","Yorkshire and The Humber","Legal","G6/G7","440","400","56940","55610"
"In post","2021","Yorkshire and The Humber","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Legal","SEO/HEO","250","230","34710","34480"
"In post","2021","Yorkshire and The Humber","Medicine","AA/AO","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Medicine","EO","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Medicine","G6/G7","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Medicine","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Medicine","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Operational Delivery","AA/AO","7230","6540","23090","21430"
"In post","2021","Yorkshire and The Humber","Operational Delivery","EO","3570","3320","27070","25860"
"In post","2021","Yorkshire and The Humber","Operational Delivery","G6/G7","440","430","56980","52580"
"In post","2021","Yorkshire and The Humber","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Operational Delivery","SEO/HEO","2490","2350","35850","34060"
