"Status","Year","Region_ITL3","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Other","320","320","55320","54140"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Policy","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Project Delivery","600","590","56390","54540"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Science and Engineering","310","300","57510","55220"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Other","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Project Delivery","50","50","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Commercial","640","620","35750","34800"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Communications","40","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Digital, Data and Technology","240","230","38960","40460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Finance","330","310","38570","39100"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Human Resources","160","150","35180","33690"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Knowledge and Information Management","130","130","33960","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Operational Delivery","210","200","40500","39720"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Other","1320","1270","33710","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Policy","70","70","36290","36320"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Project Delivery","1560","1510","36640","37390"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Property","100","100","35220","34070"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Science and Engineering","1290","1270","38560","40000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Security","60","50","37690","36900"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Statistics","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Unknown","150","140","36350","34610"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Commercial","130","130","38520","36040"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Finance","110","100","42160","39980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Knowledge and Information Management","50","50","46020","42820"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Operational Delivery","240","220","32950","31780"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Project Delivery","380","370","43240","40000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Science and Engineering","520","510","41060","39950"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Operational Delivery","270","260","26300","27850"
"In post","2021","Bedford","AA/AO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Operational Delivery","120","110","27270","26160"
"In post","2021","Bedford","EO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Unknown","140","120","27980","27570"
"In post","2021","Bedford","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Operational Delivery","120","110","38750","37460"
"In post","2021","Bedford","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Operational Delivery","70","60","27250","23840"
"In post","2021","Bedford","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Operational Delivery","730","640","20790","21400"
"In post","2021","Belfast","AA/AO","Other","40","40","[c]","[c]"
"In post","2021","Belfast","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Tax","140","130","20140","20140"
"In post","2021","Belfast","AA/AO","Unknown","50","40","[c]","[c]"
"In post","2021","Belfast","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Legal","90","80","26070","25560"
"In post","2021","Belfast","EO","Operational Delivery","530","490","26420","25560"
"In post","2021","Belfast","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","EO","Tax","130","120","26240","25560"
"In post","2021","Belfast","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Tax","100","100","54430","52580"
"In post","2021","Belfast","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Legal","60","60","33640","31810"
"In post","2021","Belfast","SEO/HEO","Operational Delivery","270","260","34590","31810"
"In post","2021","Belfast","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Policy","40","40","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Tax","260","250","34010","31810"
"In post","2021","Belfast","SEO/HEO","Unknown","40","40","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
