"Status","Year","Sexual_orientation","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","16-19","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Barnet","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Barnsley, Doncaster and Rotherham","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","210","210","26860","26070"
"Leaver CS","2022","Heterosexual / straight","20-29","Bedford","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Berkshire","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Birmingham","110","100","26080","24890"
"Leaver CS","2022","Heterosexual / straight","20-29","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Blackpool","70","60","21980","21260"
"Leaver CS","2022","Heterosexual / straight","20-29","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Bristol, City of","80","80","23450","21270"
"Leaver CS","2022","Heterosexual / straight","20-29","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Cambridgeshire CC","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Cardiff and Vale of Glamorgan","70","70","25900","25030"
"Leaver CS","2022","Heterosexual / straight","20-29","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Central Hampshire","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","City of Edinburgh","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Croydon","60","60","31140","30600"
"Leaver CS","2022","Heterosexual / straight","20-29","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Devon CC","80","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Durham","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Riding of Yorkshire","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","East Sussex CC","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Flintshire and Wrexham","70","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Glasgow City","80","70","26130","23450"
"Leaver CS","2022","Heterosexual / straight","20-29","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Greater Manchester South West","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Haringey and Islington","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Hertfordshire CC","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Hounslow and Richmond upon Thames","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Lambeth","150","140","30610","31060"
"Leaver CS","2022","Heterosexual / straight","20-29","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Leeds","170","150","24420","21760"
"Leaver CS","2022","Heterosexual / straight","20-29","Leicester","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Leicestershire CC and Rutland","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Lewisham and Southwark","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Lincolnshire CC","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Liverpool","60","60","23540","21940"
"Leaver CS","2022","Heterosexual / straight","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Manchester","80","80","25740","24920"
"Leaver CS","2022","Heterosexual / straight","20-29","Medway","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Milton Keynes","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Monmouthshire and Newport","70","70","25270","23050"
"Leaver CS","2022","Heterosexual / straight","20-29","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Norwich and East Norfolk","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Nottingham","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Oxfordshire CC","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Sheffield","60","60","23650","21260"
"Leaver CS","2022","Heterosexual / straight","20-29","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","South Hampshire","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Staffordshire CC","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Suffolk CC","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","20-29","Tower Hamlets","140","140","30710","27400"
