"Status","Year","Sexual_orientation","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","60-64","City of Edinburgh","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Devon CC","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Flintshire and Wrexham","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Glasgow City","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Hartlepool and Stockton-on-Tees","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Leeds","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Nottingham","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Peterborough","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Sefton","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Sheffield","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","South Lanarkshire","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Sunderland","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Tyneside","110","80","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Unknown","70","70","42100","36580"
"Leaver CS","2021","Unknown","60-64","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Westminster","100","70","56270","56930"
"Leaver CS","2021","Unknown","60-64","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Camden and City of London","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Cardiff and Vale of Glamorgan","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","City of Edinburgh","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Mid Lancashire","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Sheffield","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Sunderland","40","20","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Tyneside","90","60","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Westminster","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Leeds","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Westminster","60","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","16-19","Croydon","[c]","[c]","[c]","[c]"
