"Status","Year","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","40","40","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","70","70","61810","58120"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","80","80","37340","36660"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","560","500","23800","23230"
"Leaver CS","2022","Scottish Government","EO","330","290","31450","30450"
"Leaver CS","2022","Scottish Government","G6/G7","150","130","65540","62170"
"Leaver CS","2022","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","370","340","41020","40290"
"Leaver CS","2022","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","260","190","19890","19610"
"Leaver CS","2022","UK Statistics Authority","EO","80","70","24050","23630"
"Leaver CS","2022","UK Statistics Authority","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","190","180","33670","32900"
"Leaver CS","2022","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","60","50","23130","23830"
"Leaver CS","2022","Welsh Government","EO","40","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","90","80","39600","38160"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","80","80","58200","55000"
"Leaver Dept.","2021","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","50","50","21350","20800"
"Leaver Dept.","2021","Cabinet Office","EO","130","120","27120","27500"
"Leaver Dept.","2021","Cabinet Office","G6/G7","320","310","57420","55210"
"Leaver Dept.","2021","Cabinet Office","SCS","60","60","84400","77770"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","840","830","33000","32000"
"Leaver Dept.","2021","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","80","70","25810","24570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","220","200","56060","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","250","240","35650","33980"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","90","90","55210","52580"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","80","80","34880","32660"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education","G6/G7","80","70","56420","54400"
"Leaver Dept.","2021","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","SEO/HEO","120","120","36510","36960"
"Leaver Dept.","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","AA/AO","70","60","21250","21050"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","EO","70","70","27810","27550"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","G6/G7","120","110","55630","54280"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","280","270","35360","34620"
"Leaver Dept.","2021","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","90","90","55160","52590"
"Leaver Dept.","2021","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","130","130","34860","33510"
"Leaver Dept.","2021","Department for Transport","AA/AO","90","80","21200","21590"
"Leaver Dept.","2021","Department for Transport","EO","60","60","27940","26740"
"Leaver Dept.","2021","Department for Transport","G6/G7","70","70","57500","54760"
"Leaver Dept.","2021","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","SEO/HEO","170","170","37330","35430"
"Leaver Dept.","2021","Department for Work and Pensions","AA/AO","340","320","21190","21010"
"Leaver Dept.","2021","Department for Work and Pensions","EO","650","630","28060","27570"
"Leaver Dept.","2021","Department for Work and Pensions","G6/G7","100","90","58040","56190"
"Leaver Dept.","2021","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","SEO/HEO","290","280","34970","34290"
"Leaver Dept.","2021","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","80","30","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","G6/G7","120","40","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","160","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","AA/AO","720","690","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","EO","340","330","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","170","170","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","360","350","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","80","80","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","160","140","21800","21010"
"Leaver Dept.","2021","Home Office","EO","350","320","26290","25160"
"Leaver Dept.","2021","Home Office","G6/G7","170","160","59980","57460"
"Leaver Dept.","2021","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","380","360","36890","35200"
"Leaver Dept.","2021","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","70","70","21520","20920"
"Leaver Dept.","2021","Ministry of Defence","EO","160","160","25000","25970"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","160","150","56500","55640"
"Leaver Dept.","2021","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","440","440","35110","33540"
"Leaver Dept.","2021","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","60","60","27190","27310"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","G6/G7","120","120","55240","52690"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","170","170","34920","33210"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","460","440","20100","19930"
"Leaver Dept.","2021","Ministry of Justice","EO","240","230","24220","22720"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","120","120","58130","58130"
"Leaver Dept.","2021","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","390","380","35470","34460"
"Leaver Dept.","2021","Ministry of Justice","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SEO/HEO","80","80","33640","33070"
"Leaver Dept.","2021","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","60","60","27210","27050"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","90","90","59440","58700"
"Leaver Dept.","2022","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","60","60","35260","33100"
"Leaver Dept.","2022","Cabinet Office","AA/AO","50","50","21850","21050"
"Leaver Dept.","2022","Cabinet Office","EO","180","180","27290","27500"
"Leaver Dept.","2022","Cabinet Office","G6/G7","500","490","58030","54700"
"Leaver Dept.","2022","Cabinet Office","SCS","100","100","87900","77820"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","1040","1040","33580","32000"
"Leaver Dept.","2022","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","60","50","21450","21130"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","EO","120","110","26070","24780"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","G6/G7","250","230","56340","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SCS","40","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","350","340","36140","35140"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","80","80","56370","55650"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","100","100","35010","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","EO","70","70","26520","25000"
"Leaver Dept.","2022","Department for Education","G6/G7","150","150","55950","53810"
"Leaver Dept.","2022","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","SEO/HEO","260","250","36160","36580"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","AA/AO","60","60","21240","21300"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","EO","60","60","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","G6/G7","110","100","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","280","270","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","60","60","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SEO/HEO","120","120","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","EO","60","60","27200","27850"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","G6/G7","120","110","56560","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","180","170","35560","33960"
"Leaver Dept.","2022","Department for Transport","AA/AO","120","110","21950","21840"
"Leaver Dept.","2022","Department for Transport","EO","140","130","27940","26780"
"Leaver Dept.","2022","Department for Transport","G6/G7","110","110","56930","54760"
"Leaver Dept.","2022","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","SEO/HEO","290","280","36970","35380"
"Leaver Dept.","2022","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","AA/AO","520","490","21340","21260"
"Leaver Dept.","2022","Department for Work and Pensions","EO","1870","1820","28180","27570"
"Leaver Dept.","2022","Department for Work and Pensions","G6/G7","140","130","56550","54070"
"Leaver Dept.","2022","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","SEO/HEO","560","550","35130","34290"
"Leaver Dept.","2022","Department of Health and Social Care","AA/AO","820","700","21380","21120"
"Leaver Dept.","2022","Department of Health and Social Care","EO","1080","840","25860","26880"
"Leaver Dept.","2022","Department of Health and Social Care","G6/G7","2180","1660","58380","54290"
"Leaver Dept.","2022","Department of Health and Social Care","SCS","470","330","107400","104960"
"Leaver Dept.","2022","Department of Health and Social Care","SEO/HEO","3220","2500","36020","36330"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","G6/G7","160","40","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SEO/HEO","190","60","37380","38500"
"Leaver Dept.","2022","HM Revenue and Customs","AA/AO","600","570","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","EO","270","260","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","G6/G7","140","140","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SEO/HEO","320","310","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","G6/G7","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SEO/HEO","100","100","[c]","[c]"
"Leaver Dept.","2022","Home Office","AA/AO","170","160","22120","21680"
"Leaver Dept.","2022","Home Office","EO","530","520","26370","25210"
"Leaver Dept.","2022","Home Office","G6/G7","200","200","61150","57740"
"Leaver Dept.","2022","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","SEO/HEO","460","450","37140","36590"
